Region,season,year,Metrics,values
Eastern North Island,Spring,1996,Cumulative_Intensity,0
Eastern North Island,Spring,1997,Number_MHW_days,0
Eastern North Island,Spring,1997,Nevents,0
Eastern North Island,Spring,1997,Mean_Intensity,0
Eastern North Island,Spring,1997,Maximum_Intensity,0
Eastern North Island,Spring,1997,Cumulative_Intensity,0
Eastern North Island,Spring,1998,Number_MHW_days,2.277777778
Eastern North Island,Spring,1998,Nevents,0.333333333
Eastern North Island,Spring,1998,Mean_Intensity,1.304332653
Eastern North Island,Spring,1998,Maximum_Intensity,1.704280031
Eastern North Island,Spring,1998,Cumulative_Intensity,2.896266645
Eastern North Island,Spring,1999,Number_MHW_days,18.5
Eastern North Island,Spring,1999,Nevents,1.777777778
Eastern North Island,Spring,1999,Mean_Intensity,1.228727574
Eastern North Island,Spring,1999,Maximum_Intensity,1.600535308
Eastern North Island,Spring,1999,Cumulative_Intensity,22.14456674
Eastern North Island,Spring,2000,Number_MHW_days,0
Eastern North Island,Spring,2000,Nevents,0
Eastern North Island,Spring,2000,Mean_Intensity,0
Eastern North Island,Spring,2000,Maximum_Intensity,0
Eastern North Island,Spring,2000,Cumulative_Intensity,0
Eastern North Island,Spring,2001,Number_MHW_days,37.94444444
Eastern North Island,Spring,2001,Nevents,2.944444444
Eastern North Island,Spring,2001,Mean_Intensity,1.408185961
Eastern North Island,Spring,2001,Maximum_Intensity,2.221311069
Eastern North Island,Spring,2001,Cumulative_Intensity,54.22802772
Eastern North Island,Spring,2002,Number_MHW_days,7.888888889
Eastern North Island,Spring,2002,Nevents,0.5
Eastern North Island,Spring,2002,Mean_Intensity,1.322884889
Eastern North Island,Spring,2002,Maximum_Intensity,1.613074905
Eastern North Island,Spring,2002,Cumulative_Intensity,11.32018311
Eastern North Island,Spring,2003,Number_MHW_days,6.944444444
Eastern North Island,Spring,2003,Nevents,0.944444444
Eastern North Island,Spring,2003,Mean_Intensity,1.260839048
Eastern North Island,Spring,2003,Maximum_Intensity,1.470185518
Eastern North Island,Spring,2003,Cumulative_Intensity,9.096444163
Eastern North Island,Spring,2004,Number_MHW_days,0.555555556
Eastern North Island,Spring,2004,Nevents,0.111111111
Eastern North Island,Spring,2004,Mean_Intensity,1.532270107
Eastern North Island,Spring,2004,Maximum_Intensity,1.822350191
Eastern North Island,Spring,2004,Cumulative_Intensity,0.85126117
Eastern North Island,Spring,2005,Number_MHW_days,53.83333333
Eastern North Island,Spring,2005,Nevents,3.222222222
Eastern North Island,Spring,2005,Mean_Intensity,1.564979579
Eastern North Island,Spring,2005,Maximum_Intensity,2.560061149
Eastern North Island,Spring,2005,Cumulative_Intensity,84.48903371
Eastern North Island,Spring,2006,Number_MHW_days,8.333333333
Eastern North Island,Spring,2006,Nevents,0.944444444
Eastern North Island,Spring,2006,Mean_Intensity,1.272700931
Eastern North Island,Spring,2006,Maximum_Intensity,1.566921429
Eastern North Island,Spring,2006,Cumulative_Intensity,10.44618347
Eastern North Island,Spring,2007,Number_MHW_days,0
Eastern North Island,Spring,2007,Nevents,0
Eastern North Island,Spring,2007,Mean_Intensity,0
Eastern North Island,Spring,2007,Maximum_Intensity,0
Eastern North Island,Spring,2007,Cumulative_Intensity,0
Eastern North Island,Spring,2008,Number_MHW_days,0
Eastern North Island,Spring,2008,Nevents,0
Eastern North Island,Spring,2008,Mean_Intensity,0
Eastern North Island,Spring,2008,Maximum_Intensity,0
Eastern North Island,Spring,2008,Cumulative_Intensity,0
Eastern North Island,Spring,2009,Number_MHW_days,0
Eastern North Island,Spring,2009,Nevents,0
Eastern North Island,Spring,2009,Mean_Intensity,0
Eastern North Island,Spring,2009,Maximum_Intensity,0
Eastern North Island,Spring,2009,Cumulative_Intensity,0
Eastern North Island,Spring,2010,Number_MHW_days,0
Eastern North Island,Spring,2010,Nevents,0
Eastern North Island,Spring,2010,Mean_Intensity,0
Eastern North Island,Spring,2010,Maximum_Intensity,0
Eastern North Island,Spring,2010,Cumulative_Intensity,0
Eastern North Island,Spring,2011,Number_MHW_days,0
Eastern North Island,Spring,2011,Nevents,0
Eastern North Island,Spring,2011,Mean_Intensity,0
Eastern North Island,Spring,2011,Maximum_Intensity,0
Eastern North Island,Spring,2011,Cumulative_Intensity,0
Eastern North Island,Spring,2012,Number_MHW_days,0.333333333
Eastern North Island,Spring,2012,Nevents,0.055555556
Eastern North Island,Spring,2012,Mean_Intensity,0.910183403
Eastern North Island,Spring,2012,Maximum_Intensity,1.072600267
Eastern North Island,Spring,2012,Cumulative_Intensity,0.303394468
Eastern North Island,Spring,2013,Number_MHW_days,18.55555556
Eastern North Island,Spring,2013,Nevents,1.833333333
Eastern North Island,Spring,2013,Mean_Intensity,1.667695041
Eastern North Island,Spring,2013,Maximum_Intensity,2.042205606
Eastern North Island,Spring,2013,Cumulative_Intensity,30.87520559
Eastern North Island,Spring,2014,Number_MHW_days,0
Eastern North Island,Spring,2014,Nevents,0
Eastern North Island,Spring,2014,Mean_Intensity,0
Eastern North Island,Spring,2014,Maximum_Intensity,0
Eastern North Island,Spring,2014,Cumulative_Intensity,0
Eastern North Island,Spring,2015,Number_MHW_days,0
Eastern North Island,Spring,2015,Nevents,0
Eastern North Island,Spring,2015,Mean_Intensity,0
Eastern North Island,Spring,2015,Maximum_Intensity,0
Eastern North Island,Spring,2015,Cumulative_Intensity,0
Eastern North Island,Spring,2016,Number_MHW_days,7.277777778
Eastern North Island,Spring,2016,Nevents,1.055555556
Eastern North Island,Spring,2016,Mean_Intensity,1.19539616
Eastern North Island,Spring,2016,Maximum_Intensity,1.434191648
Eastern North Island,Spring,2016,Cumulative_Intensity,8.375094385
Eastern North Island,Spring,2017,Number_MHW_days,3.666666667
Eastern North Island,Spring,2017,Nevents,1
Eastern North Island,Spring,2017,Mean_Intensity,1.612321566
Eastern North Island,Spring,2017,Maximum_Intensity,1.91986673
Eastern North Island,Spring,2017,Cumulative_Intensity,6.009683541
Eastern North Island,Spring,2018,Number_MHW_days,5.666666667
Eastern North Island,Spring,2018,Nevents,1
Eastern North Island,Spring,2018,Mean_Intensity,1.320619477
Eastern North Island,Spring,2018,Maximum_Intensity,1.583782082
Eastern North Island,Spring,2018,Cumulative_Intensity,8.051750017
Eastern North Island,Spring,2019,Number_MHW_days,1.666666667
Eastern North Island,Spring,2019,Nevents,0.388888889
Eastern North Island,Spring,2019,Mean_Intensity,1.569829893
Eastern North Island,Spring,2019,Maximum_Intensity,1.821814493
Eastern North Island,Spring,2019,Cumulative_Intensity,2.641205356
Eastern North Island,Spring,2020,Number_MHW_days,23.44444444
Eastern North Island,Spring,2020,Nevents,2.277777778
Eastern North Island,Spring,2020,Mean_Intensity,1.39984335
Eastern North Island,Spring,2020,Maximum_Intensity,2.067622218
Eastern North Island,Spring,2020,Cumulative_Intensity,32.72941191
Eastern North Island,Spring,2021,Number_MHW_days,15.38888889
Eastern North Island,Spring,2021,Nevents,1.111111111
Eastern North Island,Spring,2021,Mean_Intensity,1.58580825
Eastern North Island,Spring,2021,Maximum_Intensity,2.141249886
Eastern North Island,Spring,2021,Cumulative_Intensity,24.44014406
North Cook Strait,Summer,1982,Number_MHW_days,0
North Cook Strait,Summer,1982,Nevents,0
North Cook Strait,Summer,1982,Mean_Intensity,0
North Cook Strait,Summer,1982,Maximum_Intensity,0
North Cook Strait,Summer,1982,Cumulative_Intensity,0
North Cook Strait,Summer,1983,Number_MHW_days,0
North Cook Strait,Summer,1983,Nevents,0
North Cook Strait,Summer,1983,Mean_Intensity,0
North Cook Strait,Summer,1983,Maximum_Intensity,0
North Cook Strait,Summer,1983,Cumulative_Intensity,0
North Cook Strait,Summer,1984,Number_MHW_days,7.043478261
North Cook Strait,Summer,1984,Nevents,1.086956522
North Cook Strait,Summer,1984,Mean_Intensity,1.695873935
North Cook Strait,Summer,1984,Maximum_Intensity,2.224583145
North Cook Strait,Summer,1984,Cumulative_Intensity,12.73529944
North Cook Strait,Summer,1985,Number_MHW_days,19.34782609
North Cook Strait,Summer,1985,Nevents,2.391304348
North Cook Strait,Summer,1985,Mean_Intensity,1.706562862
North Cook Strait,Summer,1985,Maximum_Intensity,2.310617553
North Cook Strait,Summer,1985,Cumulative_Intensity,34.88922167
North Cook Strait,Summer,1986,Number_MHW_days,20.86956522
North Cook Strait,Summer,1986,Nevents,1.043478261
North Cook Strait,Summer,1986,Mean_Intensity,1.99625115
North Cook Strait,Summer,1986,Maximum_Intensity,2.961705564
North Cook Strait,Summer,1986,Cumulative_Intensity,42.73567357
North Cook Strait,Summer,1987,Number_MHW_days,8.130434783
North Cook Strait,Summer,1987,Nevents,1.086956522
North Cook Strait,Summer,1987,Mean_Intensity,1.73502038
North Cook Strait,Summer,1987,Maximum_Intensity,2.105970548
North Cook Strait,Summer,1987,Cumulative_Intensity,14.01161279
North Cook Strait,Summer,1988,Number_MHW_days,5.913043478
North Cook Strait,Summer,1988,Nevents,0.956521739
North Cook Strait,Summer,1988,Mean_Intensity,1.71649055
North Cook Strait,Summer,1988,Maximum_Intensity,2.056930883
North Cook Strait,Summer,1988,Cumulative_Intensity,10.17863489
North Cook Strait,Summer,1989,Number_MHW_days,14.43478261
North Cook Strait,Summer,1989,Nevents,1.565217391
North Cook Strait,Summer,1989,Mean_Intensity,1.822532465
North Cook Strait,Summer,1989,Maximum_Intensity,2.338089046
North Cook Strait,Summer,1989,Cumulative_Intensity,26.3605435
North Cook Strait,Summer,1990,Number_MHW_days,15.2173913
North Cook Strait,Summer,1990,Nevents,1.52173913
North Cook Strait,Summer,1990,Mean_Intensity,1.660782268
North Cook Strait,Summer,1990,Maximum_Intensity,2.066361592
North Cook Strait,Summer,1990,Cumulative_Intensity,25.31693449
North Cook Strait,Summer,1991,Number_MHW_days,0
North Cook Strait,Summer,1991,Nevents,0
North Cook Strait,Summer,1991,Mean_Intensity,0
North Cook Strait,Summer,1991,Maximum_Intensity,0
North Cook Strait,Summer,1991,Cumulative_Intensity,0
North Cook Strait,Summer,1992,Number_MHW_days,0.695652174
North Cook Strait,Summer,1992,Nevents,0.130434783
North Cook Strait,Summer,1992,Mean_Intensity,1.541839802
North Cook Strait,Summer,1992,Maximum_Intensity,1.747466311
North Cook Strait,Summer,1992,Cumulative_Intensity,1.07319551
North Cook Strait,Summer,1993,Number_MHW_days,0
North Cook Strait,Summer,1993,Nevents,0
North Cook Strait,Summer,1993,Mean_Intensity,0
North Cook Strait,Summer,1993,Maximum_Intensity,0
North Cook Strait,Summer,1993,Cumulative_Intensity,0
North Cook Strait,Summer,1994,Number_MHW_days,0.869565217
North Cook Strait,Summer,1994,Nevents,0.217391304
North Cook Strait,Summer,1994,Mean_Intensity,1.545818354
North Cook Strait,Summer,1994,Maximum_Intensity,1.769839634
North Cook Strait,Summer,1994,Cumulative_Intensity,1.336530465
North Cook Strait,Summer,1995,Number_MHW_days,1.565217391
North Cook Strait,Summer,1995,Nevents,0.304347826
North Cook Strait,Summer,1995,Mean_Intensity,1.516385491
North Cook Strait,Summer,1995,Maximum_Intensity,1.736300031
North Cook Strait,Summer,1995,Cumulative_Intensity,2.42255228
North Cook Strait,Summer,1996,Number_MHW_days,0.434782609
North Cook Strait,Summer,1996,Nevents,0.086956522
North Cook Strait,Summer,1996,Mean_Intensity,1.976760092
North Cook Strait,Summer,1996,Maximum_Intensity,2.281849886
North Cook Strait,Summer,1996,Cumulative_Intensity,0.859460909
North Cook Strait,Summer,1997,Number_MHW_days,0.086956522
North Cook Strait,Summer,1997,Nevents,0.043478261
North Cook Strait,Summer,1997,Mean_Intensity,1.108699695
North Cook Strait,Summer,1997,Maximum_Intensity,1.134600153
North Cook Strait,Summer,1997,Cumulative_Intensity,0.096408669
North Cook Strait,Summer,1998,Number_MHW_days,13.47826087
North Cook Strait,Summer,1998,Nevents,1.043478261
North Cook Strait,Summer,1998,Mean_Intensity,1.687868612
North Cook Strait,Summer,1998,Maximum_Intensity,2.262554695
North Cook Strait,Summer,1998,Cumulative_Intensity,23.10047415
North Cook Strait,Summer,1999,Number_MHW_days,20.56521739
North Cook Strait,Summer,1999,Nevents,1.695652174
North Cook Strait,Summer,1999,Mean_Intensity,1.716200851
North Cook Strait,Summer,1999,Maximum_Intensity,2.279439091
North Cook Strait,Summer,1999,Cumulative_Intensity,34.60484381
North Cook Strait,Summer,2000,Number_MHW_days,0.652173913
North Cook Strait,Summer,2000,Nevents,0.130434783
North Cook Strait,Summer,2000,Mean_Intensity,1.780886875
North Cook Strait,Summer,2000,Maximum_Intensity,2.233066972
North Cook Strait,Summer,2000,Cumulative_Intensity,1.161447962
North Cook Strait,Summer,2001,Number_MHW_days,18.34782609
North Cook Strait,Summer,2001,Nevents,1.47826087
North Cook Strait,Summer,2001,Mean_Intensity,1.756377048
North Cook Strait,Summer,2001,Maximum_Intensity,2.382134783
North Cook Strait,Summer,2001,Cumulative_Intensity,31.59266496
North Cook Strait,Summer,2002,Number_MHW_days,5.434782609
North Cook Strait,Summer,2002,Nevents,0.869565217
North Cook Strait,Summer,2002,Mean_Intensity,1.715396663
North Cook Strait,Summer,2002,Maximum_Intensity,2.060635554
North Cook Strait,Summer,2002,Cumulative_Intensity,9.056347882
North Cook Strait,Summer,2003,Number_MHW_days,0.695652174
North Cook Strait,Summer,2003,Nevents,0.086956522
North Cook Strait,Summer,2003,Mean_Intensity,1.407548033
North Cook Strait,Summer,2003,Maximum_Intensity,1.555299886
North Cook Strait,Summer,2003,Cumulative_Intensity,0.978717249
North Cook Strait,Summer,2004,Number_MHW_days,0.869565217
North Cook Strait,Summer,2004,Nevents,0.086956522
North Cook Strait,Summer,2004,Mean_Intensity,1.704289629
North Cook Strait,Summer,2004,Maximum_Intensity,2.210450153
North Cook Strait,Summer,2004,Cumulative_Intensity,1.474482662
North Cook Strait,Summer,2005,Number_MHW_days,16.65217391
North Cook Strait,Summer,2005,Nevents,1.869565217
North Cook Strait,Summer,2005,Mean_Intensity,1.58282116
North Cook Strait,Summer,2005,Maximum_Intensity,2.046495579
North Cook Strait,Summer,2005,Cumulative_Intensity,26.09566894
North Cook Strait,Summer,2006,Number_MHW_days,3.434782609
North Cook Strait,Summer,2006,Nevents,0.739130435
North Cook Strait,Summer,2006,Mean_Intensity,1.612095806
North Cook Strait,Summer,2006,Maximum_Intensity,1.798513542
North Cook Strait,Summer,2006,Cumulative_Intensity,5.579991606
North Cook Strait,Summer,2007,Number_MHW_days,1.47826087
North Cook Strait,Summer,2007,Nevents,0.217391304
North Cook Strait,Summer,2007,Mean_Intensity,1.329656549
North Cook Strait,Summer,2007,Maximum_Intensity,1.583860061
North Cook Strait,Summer,2007,Cumulative_Intensity,1.974108434
North Cook Strait,Summer,2008,Number_MHW_days,6.52173913
North Cook Strait,Summer,2008,Nevents,0.956521739
North Cook Strait,Summer,2008,Mean_Intensity,1.533209814
North Cook Strait,Summer,2008,Maximum_Intensity,1.87823344
North Cook Strait,Summer,2008,Cumulative_Intensity,10.00206561
North Cook Strait,Summer,2009,Number_MHW_days,5.173913043
North Cook Strait,Summer,2009,Nevents,0.652173913
North Cook Strait,Summer,2009,Mean_Intensity,1.559442971
North Cook Strait,Summer,2009,Maximum_Intensity,1.966950165
North Cook Strait,Summer,2009,Cumulative_Intensity,8.433861165
North Cook Strait,Summer,2010,Number_MHW_days,7.47826087
North Cook Strait,Summer,2010,Nevents,0.826086957
North Cook Strait,Summer,2010,Mean_Intensity,1.646752871
North Cook Strait,Summer,2010,Maximum_Intensity,2.183811792
North Cook Strait,Summer,2010,Cumulative_Intensity,12.47882568
North Cook Strait,Summer,2011,Number_MHW_days,0
North Cook Strait,Summer,2011,Nevents,0
North Cook Strait,Summer,2011,Mean_Intensity,0
North Cook Strait,Summer,2011,Maximum_Intensity,0
North Cook Strait,Summer,2011,Cumulative_Intensity,0
North Cook Strait,Summer,2012,Number_MHW_days,4.260869565
North Cook Strait,Summer,2012,Nevents,0.565217391
North Cook Strait,Summer,2012,Mean_Intensity,1.81507036
North Cook Strait,Summer,2012,Maximum_Intensity,2.40255014
North Cook Strait,Summer,2012,Cumulative_Intensity,7.237691497
North Cook Strait,Summer,2013,Number_MHW_days,11.39130435
North Cook Strait,Summer,2013,Nevents,1.304347826
North Cook Strait,Summer,2013,Mean_Intensity,1.491202392
North Cook Strait,Summer,2013,Maximum_Intensity,1.804721971
North Cook Strait,Summer,2013,Cumulative_Intensity,16.79627008
North Cook Strait,Summer,2014,Number_MHW_days,1.956521739
North Cook Strait,Summer,2014,Nevents,0.347826087
North Cook Strait,Summer,2014,Mean_Intensity,1.732942098
North Cook Strait,Summer,2014,Maximum_Intensity,1.942424628
North Cook Strait,Summer,2014,Cumulative_Intensity,3.365551988
North Cook Strait,Summer,2015,Number_MHW_days,17.91304348
North Cook Strait,Summer,2015,Nevents,1.695652174
North Cook Strait,Summer,2015,Mean_Intensity,1.878681533
North Cook Strait,Summer,2015,Maximum_Intensity,2.42919005
North Cook Strait,Summer,2015,Cumulative_Intensity,33.76880428
North Cook Strait,Summer,2016,Number_MHW_days,20.39130435
North Cook Strait,Summer,2016,Nevents,1.260869565
North Cook Strait,Summer,2016,Mean_Intensity,1.857570505
North Cook Strait,Summer,2016,Maximum_Intensity,2.51017271
North Cook Strait,Summer,2016,Cumulative_Intensity,40.3470736
North Cook Strait,Summer,2017,Number_MHW_days,24.69565217
North Cook Strait,Summer,2017,Nevents,1.043478261
North Cook Strait,Summer,2017,Mean_Intensity,2.453381071
North Cook Strait,Summer,2017,Maximum_Intensity,3.439421902
North Cook Strait,Summer,2017,Cumulative_Intensity,60.81768664
North Cook Strait,Summer,2018,Number_MHW_days,54.65217391
North Cook Strait,Summer,2018,Nevents,3.130434783
North Cook Strait,Summer,2018,Mean_Intensity,2.218374199
North Cook Strait,Summer,2018,Maximum_Intensity,4.119074013
North Cook Strait,Summer,2018,Cumulative_Intensity,123.5033561
North Cook Strait,Summer,2019,Number_MHW_days,24.60869565
North Cook Strait,Summer,2019,Nevents,2.304347826
North Cook Strait,Summer,2019,Mean_Intensity,1.677879548
North Cook Strait,Summer,2019,Maximum_Intensity,2.280848012
North Cook Strait,Summer,2019,Cumulative_Intensity,40.92573543
North Cook Strait,Summer,2020,Number_MHW_days,7.217391304
North Cook Strait,Summer,2020,Nevents,0.739130435
North Cook Strait,Summer,2020,Mean_Intensity,1.669450401
North Cook Strait,Summer,2020,Maximum_Intensity,2.238416807
North Cook Strait,Summer,2020,Cumulative_Intensity,12.17909529
North Cook Strait,Summer,2021,Number_MHW_days,31.69565217
North Cook Strait,Summer,2021,Nevents,1.260869565
North Cook Strait,Summer,2021,Mean_Intensity,2.206728957
North Cook Strait,Summer,2021,Maximum_Intensity,2.85774775
North Cook Strait,Summer,2021,Cumulative_Intensity,69.70026008
North Cook Strait,Autumn,1982,Number_MHW_days,0
North Cook Strait,Autumn,1982,Nevents,0
North Cook Strait,Autumn,1982,Mean_Intensity,0
North Cook Strait,Autumn,1982,Maximum_Intensity,0
North Cook Strait,Autumn,1982,Cumulative_Intensity,0
North Cook Strait,Autumn,1983,Number_MHW_days,0
North Cook Strait,Autumn,1983,Nevents,0
North Cook Strait,Autumn,1983,Mean_Intensity,0
North Cook Strait,Autumn,1983,Maximum_Intensity,0
North Cook Strait,Autumn,1983,Cumulative_Intensity,0
North Cook Strait,Autumn,1984,Number_MHW_days,2.869565217
North Cook Strait,Autumn,1984,Nevents,0.347826087
North Cook Strait,Autumn,1984,Mean_Intensity,1.587310481
North Cook Strait,Autumn,1984,Maximum_Intensity,1.785300048
North Cook Strait,Autumn,1984,Cumulative_Intensity,4.616991331
North Cook Strait,Autumn,1985,Number_MHW_days,0
North Cook Strait,Autumn,1985,Nevents,0
North Cook Strait,Autumn,1985,Mean_Intensity,0
North Cook Strait,Autumn,1985,Maximum_Intensity,0
North Cook Strait,Autumn,1985,Cumulative_Intensity,0
North Cook Strait,Autumn,1986,Number_MHW_days,1.565217391
North Cook Strait,Autumn,1986,Nevents,0.260869565
North Cook Strait,Autumn,1986,Mean_Intensity,1.504634264
North Cook Strait,Autumn,1986,Maximum_Intensity,1.618166654
North Cook Strait,Autumn,1986,Cumulative_Intensity,2.372269572
North Cook Strait,Autumn,1987,Number_MHW_days,0
North Cook Strait,Autumn,1987,Nevents,0
North Cook Strait,Autumn,1987,Mean_Intensity,0
North Cook Strait,Autumn,1987,Maximum_Intensity,0
North Cook Strait,Autumn,1987,Cumulative_Intensity,0
North Cook Strait,Autumn,1988,Number_MHW_days,0
North Cook Strait,Autumn,1988,Nevents,0
North Cook Strait,Autumn,1988,Mean_Intensity,0
North Cook Strait,Autumn,1988,Maximum_Intensity,0
North Cook Strait,Autumn,1988,Cumulative_Intensity,0
North Cook Strait,Autumn,1989,Number_MHW_days,11
North Cook Strait,Autumn,1989,Nevents,1.304347826
North Cook Strait,Autumn,1989,Mean_Intensity,1.577938764
North Cook Strait,Autumn,1989,Maximum_Intensity,1.837985242
North Cook Strait,Autumn,1989,Cumulative_Intensity,17.8521873
North Cook Strait,Autumn,1990,Number_MHW_days,9.608695652
North Cook Strait,Autumn,1990,Nevents,1.304347826
North Cook Strait,Autumn,1990,Mean_Intensity,1.647707214
North Cook Strait,Autumn,1990,Maximum_Intensity,2.081054928
North Cook Strait,Autumn,1990,Cumulative_Intensity,15.69223371
North Cook Strait,Autumn,1991,Number_MHW_days,0.47826087
North Cook Strait,Autumn,1991,Nevents,0.086956522
North Cook Strait,Autumn,1991,Mean_Intensity,1.43935491
North Cook Strait,Autumn,1991,Maximum_Intensity,1.61305061
North Cook Strait,Autumn,1991,Cumulative_Intensity,0.693473867
North Cook Strait,Autumn,1992,Number_MHW_days,0
North Cook Strait,Autumn,1992,Nevents,0
North Cook Strait,Autumn,1992,Mean_Intensity,0
North Cook Strait,Autumn,1992,Maximum_Intensity,0
North Cook Strait,Autumn,1992,Cumulative_Intensity,0
North Cook Strait,Autumn,1993,Number_MHW_days,0
North Cook Strait,Autumn,1993,Nevents,0
North Cook Strait,Autumn,1993,Mean_Intensity,0
North Cook Strait,Autumn,1993,Maximum_Intensity,0
North Cook Strait,Autumn,1993,Cumulative_Intensity,0
North Cook Strait,Autumn,1994,Number_MHW_days,2.304347826
North Cook Strait,Autumn,1994,Nevents,0.347826087
North Cook Strait,Autumn,1994,Mean_Intensity,1.533310187
North Cook Strait,Autumn,1994,Maximum_Intensity,1.745262576
North Cook Strait,Autumn,1994,Cumulative_Intensity,3.546525739
North Cook Strait,Autumn,1995,Number_MHW_days,24.91304348
North Cook Strait,Autumn,1995,Nevents,1.913043478
North Cook Strait,Autumn,1995,Mean_Intensity,1.667916051
North Cook Strait,Autumn,1995,Maximum_Intensity,2.260295403
North Cook Strait,Autumn,1995,Cumulative_Intensity,42.26562575
North Cook Strait,Autumn,1996,Number_MHW_days,1.130434783
North Cook Strait,Autumn,1996,Nevents,0.217391304
North Cook Strait,Autumn,1996,Mean_Intensity,1.560592094
North Cook Strait,Autumn,1996,Maximum_Intensity,1.655759878
North Cook Strait,Autumn,1996,Cumulative_Intensity,1.777247944
North Cook Strait,Autumn,1997,Number_MHW_days,0.260869565
North Cook Strait,Autumn,1997,Nevents,0.043478261
North Cook Strait,Autumn,1997,Mean_Intensity,1.207416349
North Cook Strait,Autumn,1997,Maximum_Intensity,1.401299466
North Cook Strait,Autumn,1997,Cumulative_Intensity,0.314978178
North Cook Strait,Autumn,1998,Number_MHW_days,14.08695652
North Cook Strait,Autumn,1998,Nevents,1.304347826
North Cook Strait,Autumn,1998,Mean_Intensity,1.751457469
North Cook Strait,Autumn,1998,Maximum_Intensity,2.26213346
North Cook Strait,Autumn,1998,Cumulative_Intensity,25.70997857
North Cook Strait,Autumn,1999,Number_MHW_days,26.04347826
North Cook Strait,Autumn,1999,Nevents,2.565217391
North Cook Strait,Autumn,1999,Mean_Intensity,1.613103645
North Cook Strait,Autumn,1999,Maximum_Intensity,2.193856528
North Cook Strait,Autumn,1999,Cumulative_Intensity,42.19723135
North Cook Strait,Autumn,2000,Number_MHW_days,0
North Cook Strait,Autumn,2000,Nevents,0
North Cook Strait,Autumn,2000,Mean_Intensity,0
North Cook Strait,Autumn,2000,Maximum_Intensity,0
North Cook Strait,Autumn,2000,Cumulative_Intensity,0
North Cook Strait,Autumn,2001,Number_MHW_days,23.04347826
North Cook Strait,Autumn,2001,Nevents,1.826086957
North Cook Strait,Autumn,2001,Mean_Intensity,1.476118039
North Cook Strait,Autumn,2001,Maximum_Intensity,1.873121868
North Cook Strait,Autumn,2001,Cumulative_Intensity,34.1668618
North Cook Strait,Autumn,2002,Number_MHW_days,9.043478261
North Cook Strait,Autumn,2002,Nevents,1.043478261
North Cook Strait,Autumn,2002,Mean_Intensity,1.371583416
North Cook Strait,Autumn,2002,Maximum_Intensity,1.759337359
North Cook Strait,Autumn,2002,Cumulative_Intensity,11.78239508
North Cook Strait,Autumn,2003,Number_MHW_days,32.95652174
North Cook Strait,Autumn,2003,Nevents,1.782608696
North Cook Strait,Autumn,2003,Mean_Intensity,1.620123473
North Cook Strait,Autumn,2003,Maximum_Intensity,2.247269565
North Cook Strait,Autumn,2003,Cumulative_Intensity,57.91885548
North Cook Strait,Autumn,2004,Number_MHW_days,0.652173913
North Cook Strait,Autumn,2004,Nevents,0.130434783
North Cook Strait,Autumn,2004,Mean_Intensity,1.861960076
North Cook Strait,Autumn,2004,Maximum_Intensity,2.091733562
North Cook Strait,Autumn,2004,Cumulative_Intensity,1.214321789
North Cook Strait,Autumn,2005,Number_MHW_days,5.565217391
North Cook Strait,Autumn,2005,Nevents,0.52173913
North Cook Strait,Autumn,2005,Mean_Intensity,1.891974907
North Cook Strait,Autumn,2005,Maximum_Intensity,2.687199847
North Cook Strait,Autumn,2005,Cumulative_Intensity,10.31612572
North Cook Strait,Autumn,2006,Number_MHW_days,7.47826087
North Cook Strait,Autumn,2006,Nevents,0.826086957
North Cook Strait,Autumn,2006,Mean_Intensity,1.513081759
North Cook Strait,Autumn,2006,Maximum_Intensity,1.888069424
North Cook Strait,Autumn,2006,Cumulative_Intensity,12.47860447
North Cook Strait,Autumn,2007,Number_MHW_days,8.826086957
North Cook Strait,Autumn,2007,Nevents,1
North Cook Strait,Autumn,2007,Mean_Intensity,1.339071976
North Cook Strait,Autumn,2007,Maximum_Intensity,1.553882162
North Cook Strait,Autumn,2007,Cumulative_Intensity,11.77235246
North Cook Strait,Autumn,2008,Number_MHW_days,25.13043478
North Cook Strait,Autumn,2008,Nevents,1.347826087
North Cook Strait,Autumn,2008,Mean_Intensity,1.662036306
North Cook Strait,Autumn,2008,Maximum_Intensity,2.207861921
North Cook Strait,Autumn,2008,Cumulative_Intensity,41.76897025
North Cook Strait,Autumn,2009,Number_MHW_days,0
North Cook Strait,Autumn,2009,Nevents,0
North Cook Strait,Autumn,2009,Mean_Intensity,0
North Cook Strait,Autumn,2009,Maximum_Intensity,0
North Cook Strait,Autumn,2009,Cumulative_Intensity,0
North Cook Strait,Autumn,2010,Number_MHW_days,0.434782609
North Cook Strait,Autumn,2010,Nevents,0.086956522
North Cook Strait,Autumn,2010,Mean_Intensity,1.559319908
North Cook Strait,Autumn,2010,Maximum_Intensity,1.779499619
North Cook Strait,Autumn,2010,Cumulative_Intensity,0.677965178
North Cook Strait,Autumn,2011,Number_MHW_days,5.173913043
North Cook Strait,Autumn,2011,Nevents,0.608695652
North Cook Strait,Autumn,2011,Mean_Intensity,1.273909161
North Cook Strait,Autumn,2011,Maximum_Intensity,1.501753873
North Cook Strait,Autumn,2011,Cumulative_Intensity,6.382986625
North Cook Strait,Autumn,2012,Number_MHW_days,0.391304348
North Cook Strait,Autumn,2012,Nevents,0.173913043
North Cook Strait,Autumn,2012,Mean_Intensity,1.472272567
North Cook Strait,Autumn,2012,Maximum_Intensity,1.575124962
