Region,season,year,Metrics,values
South Cook Strait,Autumn,1988,Cumulative_Intensity,0
South Cook Strait,Autumn,1989,Number_MHW_days,21.78947368
South Cook Strait,Autumn,1989,Nevents,1.947368421
South Cook Strait,Autumn,1989,Mean_Intensity,1.455845422
South Cook Strait,Autumn,1989,Maximum_Intensity,2.06444716
South Cook Strait,Autumn,1989,Cumulative_Intensity,31.79822543
South Cook Strait,Autumn,1990,Number_MHW_days,3.947368421
South Cook Strait,Autumn,1990,Nevents,0.368421053
South Cook Strait,Autumn,1990,Mean_Intensity,1.556840946
South Cook Strait,Autumn,1990,Maximum_Intensity,1.868640092
South Cook Strait,Autumn,1990,Cumulative_Intensity,6.280763172
South Cook Strait,Autumn,1991,Number_MHW_days,0
South Cook Strait,Autumn,1991,Nevents,0
South Cook Strait,Autumn,1991,Mean_Intensity,0
South Cook Strait,Autumn,1991,Maximum_Intensity,0
South Cook Strait,Autumn,1991,Cumulative_Intensity,0
South Cook Strait,Autumn,1992,Number_MHW_days,0
South Cook Strait,Autumn,1992,Nevents,0
South Cook Strait,Autumn,1992,Mean_Intensity,0
South Cook Strait,Autumn,1992,Maximum_Intensity,0
South Cook Strait,Autumn,1992,Cumulative_Intensity,0
South Cook Strait,Autumn,1993,Number_MHW_days,0
South Cook Strait,Autumn,1993,Nevents,0
South Cook Strait,Autumn,1993,Mean_Intensity,0
South Cook Strait,Autumn,1993,Maximum_Intensity,0
South Cook Strait,Autumn,1993,Cumulative_Intensity,0
South Cook Strait,Autumn,1994,Number_MHW_days,0.368421053
South Cook Strait,Autumn,1994,Nevents,0.368421053
South Cook Strait,Autumn,1994,Mean_Intensity,1.493257056
South Cook Strait,Autumn,1994,Maximum_Intensity,1.493257056
South Cook Strait,Autumn,1994,Cumulative_Intensity,0.550147336
South Cook Strait,Autumn,1995,Number_MHW_days,15.78947368
South Cook Strait,Autumn,1995,Nevents,1.368421053
South Cook Strait,Autumn,1995,Mean_Intensity,1.54150293
South Cook Strait,Autumn,1995,Maximum_Intensity,1.895173568
South Cook Strait,Autumn,1995,Cumulative_Intensity,26.47410471
South Cook Strait,Autumn,1996,Number_MHW_days,1.052631579
South Cook Strait,Autumn,1996,Nevents,0.210526316
South Cook Strait,Autumn,1996,Mean_Intensity,1.176109844
South Cook Strait,Autumn,1996,Maximum_Intensity,1.242674666
South Cook Strait,Autumn,1996,Cumulative_Intensity,1.238010362
South Cook Strait,Autumn,1997,Number_MHW_days,0
South Cook Strait,Autumn,1997,Nevents,0
South Cook Strait,Autumn,1997,Mean_Intensity,0
South Cook Strait,Autumn,1997,Maximum_Intensity,0
South Cook Strait,Autumn,1997,Cumulative_Intensity,0
South Cook Strait,Autumn,1998,Number_MHW_days,2.157894737
South Cook Strait,Autumn,1998,Nevents,0.315789474
South Cook Strait,Autumn,1998,Mean_Intensity,1.760847468
South Cook Strait,Autumn,1998,Maximum_Intensity,2.252974466
South Cook Strait,Autumn,1998,Cumulative_Intensity,3.685862981
South Cook Strait,Autumn,1999,Number_MHW_days,26.15789474
South Cook Strait,Autumn,1999,Nevents,2.789473684
South Cook Strait,Autumn,1999,Mean_Intensity,1.414204171
South Cook Strait,Autumn,1999,Maximum_Intensity,1.914147276
South Cook Strait,Autumn,1999,Cumulative_Intensity,37.37665922
South Cook Strait,Autumn,2000,Number_MHW_days,0.157894737
South Cook Strait,Autumn,2000,Nevents,0.052631579
South Cook Strait,Autumn,2000,Mean_Intensity,1.192799975
South Cook Strait,Autumn,2000,Maximum_Intensity,1.283099542
South Cook Strait,Autumn,2000,Cumulative_Intensity,0.188336838
South Cook Strait,Autumn,2001,Number_MHW_days,31.05263158
South Cook Strait,Autumn,2001,Nevents,2.210526316
South Cook Strait,Autumn,2001,Mean_Intensity,1.354036545
South Cook Strait,Autumn,2001,Maximum_Intensity,1.765831796
South Cook Strait,Autumn,2001,Cumulative_Intensity,41.77902597
South Cook Strait,Autumn,2002,Number_MHW_days,16.05263158
South Cook Strait,Autumn,2002,Nevents,1.631578947
South Cook Strait,Autumn,2002,Mean_Intensity,1.100514412
South Cook Strait,Autumn,2002,Maximum_Intensity,1.420126366
South Cook Strait,Autumn,2002,Cumulative_Intensity,17.61006284
South Cook Strait,Autumn,2003,Number_MHW_days,36.10526316
South Cook Strait,Autumn,2003,Nevents,2.421052632
South Cook Strait,Autumn,2003,Mean_Intensity,1.214230371
South Cook Strait,Autumn,2003,Maximum_Intensity,1.601899896
South Cook Strait,Autumn,2003,Cumulative_Intensity,43.88175288
South Cook Strait,Autumn,2004,Number_MHW_days,0
South Cook Strait,Autumn,2004,Nevents,0
South Cook Strait,Autumn,2004,Mean_Intensity,0
South Cook Strait,Autumn,2004,Maximum_Intensity,0
South Cook Strait,Autumn,2004,Cumulative_Intensity,0
South Cook Strait,Autumn,2005,Number_MHW_days,2.421052632
South Cook Strait,Autumn,2005,Nevents,0.368421053
South Cook Strait,Autumn,2005,Mean_Intensity,1.412176385
South Cook Strait,Autumn,2005,Maximum_Intensity,1.506971102
South Cook Strait,Autumn,2005,Cumulative_Intensity,3.427189237
South Cook Strait,Autumn,2006,Number_MHW_days,1.842105263
South Cook Strait,Autumn,2006,Nevents,0.368421053
South Cook Strait,Autumn,2006,Mean_Intensity,1.203296628
South Cook Strait,Autumn,2006,Maximum_Intensity,1.354883397
South Cook Strait,Autumn,2006,Cumulative_Intensity,2.239931555
South Cook Strait,Autumn,2007,Number_MHW_days,1.631578947
South Cook Strait,Autumn,2007,Nevents,0.157894737
South Cook Strait,Autumn,2007,Mean_Intensity,1.402460007
South Cook Strait,Autumn,2007,Maximum_Intensity,1.725867061
South Cook Strait,Autumn,2007,Cumulative_Intensity,2.302010647
South Cook Strait,Autumn,2008,Number_MHW_days,33
South Cook Strait,Autumn,2008,Nevents,2
South Cook Strait,Autumn,2008,Mean_Intensity,1.242110885
South Cook Strait,Autumn,2008,Maximum_Intensity,1.63056669
South Cook Strait,Autumn,2008,Cumulative_Intensity,40.38691104
South Cook Strait,Autumn,2009,Number_MHW_days,0
South Cook Strait,Autumn,2009,Nevents,0
South Cook Strait,Autumn,2009,Mean_Intensity,0
South Cook Strait,Autumn,2009,Maximum_Intensity,0
South Cook Strait,Autumn,2009,Cumulative_Intensity,0
South Cook Strait,Autumn,2010,Number_MHW_days,0
South Cook Strait,Autumn,2010,Nevents,0
South Cook Strait,Autumn,2010,Mean_Intensity,0
South Cook Strait,Autumn,2010,Maximum_Intensity,0
South Cook Strait,Autumn,2010,Cumulative_Intensity,0
South Cook Strait,Autumn,2011,Number_MHW_days,0
South Cook Strait,Autumn,2011,Nevents,0
South Cook Strait,Autumn,2011,Mean_Intensity,0
South Cook Strait,Autumn,2011,Maximum_Intensity,0
South Cook Strait,Autumn,2011,Cumulative_Intensity,0
South Cook Strait,Autumn,2012,Number_MHW_days,0
South Cook Strait,Autumn,2012,Nevents,0
South Cook Strait,Autumn,2012,Mean_Intensity,0
South Cook Strait,Autumn,2012,Maximum_Intensity,0
South Cook Strait,Autumn,2012,Cumulative_Intensity,0
South Cook Strait,Autumn,2013,Number_MHW_days,35.94736842
South Cook Strait,Autumn,2013,Nevents,2.052631579
South Cook Strait,Autumn,2013,Mean_Intensity,1.247754222
South Cook Strait,Autumn,2013,Maximum_Intensity,1.719593992
South Cook Strait,Autumn,2013,Cumulative_Intensity,45.23113624
South Cook Strait,Autumn,2014,Number_MHW_days,1.789473684
South Cook Strait,Autumn,2014,Nevents,0.263157895
South Cook Strait,Autumn,2014,Mean_Intensity,0.925898426
South Cook Strait,Autumn,2014,Maximum_Intensity,1.029959908
South Cook Strait,Autumn,2014,Cumulative_Intensity,1.65692634
South Cook Strait,Autumn,2015,Number_MHW_days,35.05263158
South Cook Strait,Autumn,2015,Nevents,2.157894737
South Cook Strait,Autumn,2015,Mean_Intensity,1.527048804
South Cook Strait,Autumn,2015,Maximum_Intensity,2.005261168
South Cook Strait,Autumn,2015,Cumulative_Intensity,53.89835854
South Cook Strait,Autumn,2016,Number_MHW_days,65.36842105
South Cook Strait,Autumn,2016,Nevents,1.684210526
South Cook Strait,Autumn,2016,Mean_Intensity,1.641489242
South Cook Strait,Autumn,2016,Maximum_Intensity,2.342115842
South Cook Strait,Autumn,2016,Cumulative_Intensity,107.4079295
South Cook Strait,Autumn,2017,Number_MHW_days,0.842105263
South Cook Strait,Autumn,2017,Nevents,0.157894737
South Cook Strait,Autumn,2017,Mean_Intensity,1.139439754
South Cook Strait,Autumn,2017,Maximum_Intensity,1.211899593
South Cook Strait,Autumn,2017,Cumulative_Intensity,0.961431374
South Cook Strait,Autumn,2018,Number_MHW_days,33.89473684
South Cook Strait,Autumn,2018,Nevents,1.210526316
South Cook Strait,Autumn,2018,Mean_Intensity,1.715435034
South Cook Strait,Autumn,2018,Maximum_Intensity,2.605635424
South Cook Strait,Autumn,2018,Cumulative_Intensity,58.02957262
South Cook Strait,Autumn,2019,Number_MHW_days,52.26315789
South Cook Strait,Autumn,2019,Nevents,1.578947368
South Cook Strait,Autumn,2019,Mean_Intensity,1.469007155
South Cook Strait,Autumn,2019,Maximum_Intensity,2.201938787
South Cook Strait,Autumn,2019,Cumulative_Intensity,77.86825816
South Cook Strait,Autumn,2020,Number_MHW_days,0
South Cook Strait,Autumn,2020,Nevents,0
South Cook Strait,Autumn,2020,Mean_Intensity,0
South Cook Strait,Autumn,2020,Maximum_Intensity,0
South Cook Strait,Autumn,2020,Cumulative_Intensity,0
South Cook Strait,Autumn,2021,Number_MHW_days,21.36842105
South Cook Strait,Autumn,2021,Nevents,1.526315789
South Cook Strait,Autumn,2021,Mean_Intensity,1.20637766
South Cook Strait,Autumn,2021,Maximum_Intensity,1.503007317
South Cook Strait,Autumn,2021,Cumulative_Intensity,25.6950164
South Cook Strait,Winter,1982,Number_MHW_days,0
South Cook Strait,Winter,1982,Nevents,0
South Cook Strait,Winter,1982,Mean_Intensity,0
South Cook Strait,Winter,1982,Maximum_Intensity,0
South Cook Strait,Winter,1982,Cumulative_Intensity,0
South Cook Strait,Winter,1983,Number_MHW_days,0
South Cook Strait,Winter,1983,Nevents,0
South Cook Strait,Winter,1983,Mean_Intensity,0
South Cook Strait,Winter,1983,Maximum_Intensity,0
South Cook Strait,Winter,1983,Cumulative_Intensity,0
South Cook Strait,Winter,1984,Number_MHW_days,2.315789474
South Cook Strait,Winter,1984,Nevents,0.473684211
South Cook Strait,Winter,1984,Mean_Intensity,0.958145286
South Cook Strait,Winter,1984,Maximum_Intensity,1.019466709
South Cook Strait,Winter,1984,Cumulative_Intensity,1.986936581
South Cook Strait,Winter,1985,Number_MHW_days,0.631578947
South Cook Strait,Winter,1985,Nevents,0.105263158
South Cook Strait,Winter,1985,Mean_Intensity,0.908433438
South Cook Strait,Winter,1985,Maximum_Intensity,1.011750095
South Cook Strait,Winter,1985,Cumulative_Intensity,0.573747435
South Cook Strait,Winter,1986,Number_MHW_days,0
South Cook Strait,Winter,1986,Nevents,0
South Cook Strait,Winter,1986,Mean_Intensity,0
South Cook Strait,Winter,1986,Maximum_Intensity,0
South Cook Strait,Winter,1986,Cumulative_Intensity,0
South Cook Strait,Winter,1987,Number_MHW_days,0
South Cook Strait,Winter,1987,Nevents,0
South Cook Strait,Winter,1987,Mean_Intensity,0
South Cook Strait,Winter,1987,Maximum_Intensity,0
South Cook Strait,Winter,1987,Cumulative_Intensity,0
South Cook Strait,Winter,1988,Number_MHW_days,0
South Cook Strait,Winter,1988,Nevents,0
South Cook Strait,Winter,1988,Mean_Intensity,0
South Cook Strait,Winter,1988,Maximum_Intensity,0
South Cook Strait,Winter,1988,Cumulative_Intensity,0
South Cook Strait,Winter,1989,Number_MHW_days,6.315789474
South Cook Strait,Winter,1989,Nevents,0.526315789
South Cook Strait,Winter,1989,Mean_Intensity,0.924443891
South Cook Strait,Winter,1989,Maximum_Intensity,1.15710987
South Cook Strait,Winter,1989,Cumulative_Intensity,5.811741963
South Cook Strait,Winter,1990,Number_MHW_days,0
South Cook Strait,Winter,1990,Nevents,0
South Cook Strait,Winter,1990,Mean_Intensity,0
South Cook Strait,Winter,1990,Maximum_Intensity,0
South Cook Strait,Winter,1990,Cumulative_Intensity,0
South Cook Strait,Winter,1991,Number_MHW_days,0
South Cook Strait,Winter,1991,Nevents,0
South Cook Strait,Winter,1991,Mean_Intensity,0
South Cook Strait,Winter,1991,Maximum_Intensity,0
South Cook Strait,Winter,1991,Cumulative_Intensity,0
South Cook Strait,Winter,1992,Number_MHW_days,0
South Cook Strait,Winter,1992,Nevents,0
South Cook Strait,Winter,1992,Mean_Intensity,0
South Cook Strait,Winter,1992,Maximum_Intensity,0
South Cook Strait,Winter,1992,Cumulative_Intensity,0
South Cook Strait,Winter,1993,Number_MHW_days,0
South Cook Strait,Winter,1993,Nevents,0
South Cook Strait,Winter,1993,Mean_Intensity,0
South Cook Strait,Winter,1993,Maximum_Intensity,0
South Cook Strait,Winter,1993,Cumulative_Intensity,0
South Cook Strait,Winter,1994,Number_MHW_days,0
South Cook Strait,Winter,1994,Nevents,0
South Cook Strait,Winter,1994,Mean_Intensity,0
South Cook Strait,Winter,1994,Maximum_Intensity,0
South Cook Strait,Winter,1994,Cumulative_Intensity,0
South Cook Strait,Winter,1995,Number_MHW_days,0
South Cook Strait,Winter,1995,Nevents,0
South Cook Strait,Winter,1995,Mean_Intensity,0
South Cook Strait,Winter,1995,Maximum_Intensity,0
South Cook Strait,Winter,1995,Cumulative_Intensity,0
South Cook Strait,Winter,1996,Number_MHW_days,0
South Cook Strait,Winter,1996,Nevents,0
South Cook Strait,Winter,1996,Mean_Intensity,0
South Cook Strait,Winter,1996,Maximum_Intensity,0
South Cook Strait,Winter,1996,Cumulative_Intensity,0
South Cook Strait,Winter,1997,Number_MHW_days,7.736842105
South Cook Strait,Winter,1997,Nevents,0.684210526
South Cook Strait,Winter,1997,Mean_Intensity,1.033687472
South Cook Strait,Winter,1997,Maximum_Intensity,1.230923115
South Cook Strait,Winter,1997,Cumulative_Intensity,8.014594626
South Cook Strait,Winter,1998,Number_MHW_days,6.631578947
South Cook Strait,Winter,1998,Nevents,0.526315789
South Cook Strait,Winter,1998,Mean_Intensity,0.983076622
South Cook Strait,Winter,1998,Maximum_Intensity,1.255787433
South Cook Strait,Winter,1998,Cumulative_Intensity,6.517199926
South Cook Strait,Winter,1999,Number_MHW_days,58.36842105
South Cook Strait,Winter,1999,Nevents,1.947368421
South Cook Strait,Winter,1999,Mean_Intensity,1.350952864
South Cook Strait,Winter,1999,Maximum_Intensity,2.14431049
South Cook Strait,Winter,1999,Cumulative_Intensity,78.53796217
South Cook Strait,Winter,2000,Number_MHW_days,3.842105263
South Cook Strait,Winter,2000,Nevents,0.631578947
South Cook Strait,Winter,2000,Mean_Intensity,0.889411079
South Cook Strait,Winter,2000,Maximum_Intensity,1.012760061
South Cook Strait,Winter,2000,Cumulative_Intensity,3.369820942
South Cook Strait,Winter,2001,Number_MHW_days,19.63157895
South Cook Strait,Winter,2001,Nevents,1.894736842
South Cook Strait,Winter,2001,Mean_Intensity,0.976238731
South Cook Strait,Winter,2001,Maximum_Intensity,1.206936858
South Cook Strait,Winter,2001,Cumulative_Intensity,19.64380551
South Cook Strait,Winter,2002,Number_MHW_days,1.684210526
South Cook Strait,Winter,2002,Nevents,0.315789474
South Cook Strait,Winter,2002,Mean_Intensity,1.257627953
South Cook Strait,Winter,2002,Maximum_Intensity,1.403960107
South Cook Strait,Winter,2002,Cumulative_Intensity,2.106199918
South Cook Strait,Winter,2003,Number_MHW_days,57.42105263
South Cook Strait,Winter,2003,Nevents,3.789473684
South Cook Strait,Winter,2003,Mean_Intensity,1.007898105
South Cook Strait,Winter,2003,Maximum_Intensity,1.357610514
South Cook Strait,Winter,2003,Cumulative_Intensity,59.52730469
South Cook Strait,Winter,2004,Number_MHW_days,0
South Cook Strait,Winter,2004,Nevents,0
South Cook Strait,Winter,2004,Mean_Intensity,0
South Cook Strait,Winter,2004,Maximum_Intensity,0
South Cook Strait,Winter,2004,Cumulative_Intensity,0
South Cook Strait,Winter,2005,Number_MHW_days,7.578947368
South Cook Strait,Winter,2005,Nevents,1.052631579
South Cook Strait,Winter,2005,Mean_Intensity,0.897504195
South Cook Strait,Winter,2005,Maximum_Intensity,1.1058528
South Cook Strait,Winter,2005,Cumulative_Intensity,7.278820906
South Cook Strait,Winter,2006,Number_MHW_days,0.052631579
South Cook Strait,Winter,2006,Nevents,0.052631579
South Cook Strait,Winter,2006,Mean_Intensity,1.075800458
South Cook Strait,Winter,2006,Maximum_Intensity,1.075800458
South Cook Strait,Winter,2006,Cumulative_Intensity,0.056621077
South Cook Strait,Winter,2007,Number_MHW_days,0.105263158
South Cook Strait,Winter,2007,Nevents,0.105263158
South Cook Strait,Winter,2007,Mean_Intensity,1.228049847
South Cook Strait,Winter,2007,Maximum_Intensity,1.228049847
South Cook Strait,Winter,2007,Cumulative_Intensity,0.129268405
South Cook Strait,Winter,2008,Number_MHW_days,14.84210526
South Cook Strait,Winter,2008,Nevents,1.421052632
South Cook Strait,Winter,2008,Mean_Intensity,1.112827576
South Cook Strait,Winter,2008,Maximum_Intensity,1.432505269
South Cook Strait,Winter,2008,Cumulative_Intensity,16.1609106
South Cook Strait,Winter,2009,Number_MHW_days,0
South Cook Strait,Winter,2009,Nevents,0
South Cook Strait,Winter,2009,Mean_Intensity,0
South Cook Strait,Winter,2009,Maximum_Intensity,0
South Cook Strait,Winter,2009,Cumulative_Intensity,0
South Cook Strait,Winter,2010,Number_MHW_days,0
South Cook Strait,Winter,2010,Nevents,0
South Cook Strait,Winter,2010,Mean_Intensity,0
South Cook Strait,Winter,2010,Maximum_Intensity,0
South Cook Strait,Winter,2010,Cumulative_Intensity,0
South Cook Strait,Winter,2011,Number_MHW_days,0.842105263
South Cook Strait,Winter,2011,Nevents,0.157894737
South Cook Strait,Winter,2011,Mean_Intensity,1.554396638
South Cook Strait,Winter,2011,Maximum_Intensity,2.005633486
South Cook Strait,Winter,2011,Cumulative_Intensity,1.311710496
South Cook Strait,Winter,2012,Number_MHW_days,0
South Cook Strait,Winter,2012,Nevents,0
South Cook Strait,Winter,2012,Mean_Intensity,0
South Cook Strait,Winter,2012,Maximum_Intensity,0
South Cook Strait,Winter,2012,Cumulative_Intensity,0
South Cook Strait,Winter,2013,Number_MHW_days,4.631578947
South Cook Strait,Winter,2013,Nevents,0.631578947
South Cook Strait,Winter,2013,Mean_Intensity,0.844477512
South Cook Strait,Winter,2013,Maximum_Intensity,1.01925846
South Cook Strait,Winter,2013,Cumulative_Intensity,4.066026466
South Cook Strait,Winter,2014,Number_MHW_days,26.52631579
South Cook Strait,Winter,2014,Nevents,1.947368421
South Cook Strait,Winter,2014,Mean_Intensity,1.130421186
South Cook Strait,Winter,2014,Maximum_Intensity,1.567384231
South Cook Strait,Winter,2014,Cumulative_Intensity,30.13804212
South Cook Strait,Winter,2015,Number_MHW_days,0.578947368
South Cook Strait,Winter,2015,Nevents,0.157894737
South Cook Strait,Winter,2015,Mean_Intensity,1.052433352
South Cook Strait,Winter,2015,Maximum_Intensity,1.135300292
South Cook Strait,Winter,2015,Cumulative_Intensity,0.614952632
South Cook Strait,Winter,2016,Number_MHW_days,13
South Cook Strait,Winter,2016,Nevents,0.947368421
South Cook Strait,Winter,2016,Mean_Intensity,1.224859069
South Cook Strait,Winter,2016,Maximum_Intensity,1.621833413
South Cook Strait,Winter,2016,Cumulative_Intensity,15.01684739
South Cook Strait,Winter,2017,Number_MHW_days,2.842105263
South Cook Strait,Winter,2017,Nevents,0.578947368
South Cook Strait,Winter,2017,Mean_Intensity,0.952912777
South Cook Strait,Winter,2017,Maximum_Intensity,1.113509188
South Cook Strait,Winter,2017,Cumulative_Intensity,2.752663164
South Cook Strait,Winter,2018,Number_MHW_days,8
South Cook Strait,Winter,2018,Nevents,1.105263158
South Cook Strait,Winter,2018,Mean_Intensity,0.950083688
South Cook Strait,Winter,2018,Maximum_Intensity,1.174531338
South Cook Strait,Winter,2018,Cumulative_Intensity,8.356316201
South Cook Strait,Winter,2019,Number_MHW_days,16.52631579
South Cook Strait,Winter,2019,Nevents,1.421052632
South Cook Strait,Winter,2019,Mean_Intensity,0.923256735
South Cook Strait,Winter,2019,Maximum_Intensity,1.257836086
South Cook Strait,Winter,2019,Cumulative_Intensity,15.18056255
South Cook Strait,Winter,2020,Number_MHW_days,21.73684211
South Cook Strait,Winter,2020,Nevents,1.631578947
South Cook Strait,Winter,2020,Mean_Intensity,0.919597951
South Cook Strait,Winter,2020,Maximum_Intensity,1.192415767
South Cook Strait,Winter,2020,Cumulative_Intensity,19.59955798
South Cook Strait,Winter,2021,Number_MHW_days,68.57894737
South Cook Strait,Winter,2021,Nevents,2.210526316
South Cook Strait,Winter,2021,Mean_Intensity,1.151214499
South Cook Strait,Winter,2021,Maximum_Intensity,1.64958947
South Cook Strait,Winter,2021,Cumulative_Intensity,76.00950518
South Cook Strait,Spring,1982,Number_MHW_days,0
South Cook Strait,Spring,1982,Nevents,0
South Cook Strait,Spring,1982,Mean_Intensity,0
South Cook Strait,Spring,1982,Maximum_Intensity,0
South Cook Strait,Spring,1982,Cumulative_Intensity,0
South Cook Strait,Spring,1983,Number_MHW_days,0
South Cook Strait,Spring,1983,Nevents,0
South Cook Strait,Spring,1983,Mean_Intensity,0
South Cook Strait,Spring,1983,Maximum_Intensity,0
South Cook Strait,Spring,1983,Cumulative_Intensity,0
South Cook Strait,Spring,1984,Number_MHW_days,9.157894737
South Cook Strait,Spring,1984,Nevents,1.210526316
South Cook Strait,Spring,1984,Mean_Intensity,1.269202046
South Cook Strait,Spring,1984,Maximum_Intensity,1.448929641
South Cook Strait,Spring,1984,Cumulative_Intensity,11.67869494
South Cook Strait,Spring,1985,Number_MHW_days,1.368421053
South Cook Strait,Spring,1985,Nevents,0.263157895
South Cook Strait,Spring,1985,Mean_Intensity,1.22547988
South Cook Strait,Spring,1985,Maximum_Intensity,1.502780053
South Cook Strait,Spring,1985,Cumulative_Intensity,1.663978789
South Cook Strait,Spring,1986,Number_MHW_days,0.315789474
South Cook Strait,Spring,1986,Nevents,0.052631579
South Cook Strait,Spring,1986,Mean_Intensity,1.0713832
South Cook Strait,Spring,1986,Maximum_Intensity,1.471100458
South Cook Strait,Spring,1986,Cumulative_Intensity,0.338331537
South Cook Strait,Spring,1987,Number_MHW_days,0.789473684
South Cook Strait,Spring,1987,Nevents,0.157894737
South Cook Strait,Spring,1987,Mean_Intensity,1.126346682
South Cook Strait,Spring,1987,Maximum_Intensity,1.224700051
South Cook Strait,Spring,1987,Cumulative_Intensity,0.889221065
South Cook Strait,Spring,1988,Number_MHW_days,0
South Cook Strait,Spring,1988,Nevents,0
South Cook Strait,Spring,1988,Mean_Intensity,0
South Cook Strait,Spring,1988,Maximum_Intensity,0
South Cook Strait,Spring,1988,Cumulative_Intensity,0
South Cook Strait,Spring,1989,Number_MHW_days,37.42105263
South Cook Strait,Spring,1989,Nevents,1.947368421
South Cook Strait,Spring,1989,Mean_Intensity,1.23499018
South Cook Strait,Spring,1989,Maximum_Intensity,1.706599926
South Cook Strait,Spring,1989,Cumulative_Intensity,46.0338581
South Cook Strait,Spring,1990,Number_MHW_days,0
South Cook Strait,Spring,1990,Nevents,0
South Cook Strait,Spring,1990,Mean_Intensity,0
South Cook Strait,Spring,1990,Maximum_Intensity,0
South Cook Strait,Spring,1990,Cumulative_Intensity,0
South Cook Strait,Spring,1991,Number_MHW_days,0
South Cook Strait,Spring,1991,Nevents,0
South Cook Strait,Spring,1991,Mean_Intensity,0
South Cook Strait,Spring,1991,Maximum_Intensity,0
South Cook Strait,Spring,1991,Cumulative_Intensity,0
South Cook Strait,Spring,1992,Number_MHW_days,0.263157895
South Cook Strait,Spring,1992,Nevents,0.052631579
South Cook Strait,Spring,1992,Mean_Intensity,0.949020046
South Cook Strait,Spring,1992,Maximum_Intensity,0.99130042
South Cook Strait,Spring,1992,Cumulative_Intensity,0.249742117
South Cook Strait,Spring,1993,Number_MHW_days,0
South Cook Strait,Spring,1993,Nevents,0
South Cook Strait,Spring,1993,Mean_Intensity,0
South Cook Strait,Spring,1993,Maximum_Intensity,0
South Cook Strait,Spring,1993,Cumulative_Intensity,0
South Cook Strait,Spring,1994,Number_MHW_days,0
South Cook Strait,Spring,1994,Nevents,0
South Cook Strait,Spring,1994,Mean_Intensity,0
South Cook Strait,Spring,1994,Maximum_Intensity,0
South Cook Strait,Spring,1994,Cumulative_Intensity,0
South Cook Strait,Spring,1995,Number_MHW_days,0
South Cook Strait,Spring,1995,Nevents,0
South Cook Strait,Spring,1995,Mean_Intensity,0
South Cook Strait,Spring,1995,Maximum_Intensity,0
South Cook Strait,Spring,1995,Cumulative_Intensity,0
South Cook Strait,Spring,1996,Number_MHW_days,0
South Cook Strait,Spring,1996,Nevents,0
South Cook Strait,Spring,1996,Mean_Intensity,0
South Cook Strait,Spring,1996,Maximum_Intensity,0
South Cook Strait,Spring,1996,Cumulative_Intensity,0
South Cook Strait,Spring,1997,Number_MHW_days,0
South Cook Strait,Spring,1997,Nevents,0
South Cook Strait,Spring,1997,Mean_Intensity,0
South Cook Strait,Spring,1997,Maximum_Intensity,0
South Cook Strait,Spring,1997,Cumulative_Intensity,0
South Cook Strait,Spring,1998,Number_MHW_days,4.789473684
South Cook Strait,Spring,1998,Nevents,0.631578947
South Cook Strait,Spring,1998,Mean_Intensity,1.182031401
South Cook Strait,Spring,1998,Maximum_Intensity,1.362918386
South Cook Strait,Spring,1998,Cumulative_Intensity,5.5681001
South Cook Strait,Spring,1999,Number_MHW_days,49.21052632
South Cook Strait,Spring,1999,Nevents,2.157894737
South Cook Strait,Spring,1999,Mean_Intensity,1.277590784
South Cook Strait,Spring,1999,Maximum_Intensity,1.897299916
South Cook Strait,Spring,1999,Cumulative_Intensity,62.84283158
South Cook Strait,Spring,2000,Number_MHW_days,1
South Cook Strait,Spring,2000,Nevents,0.421052632
South Cook Strait,Spring,2000,Mean_Intensity,0.848336517
South Cook Strait,Spring,2000,Maximum_Intensity,0.901412624
South Cook Strait,Spring,2000,Cumulative_Intensity,0.843757955
South Cook Strait,Spring,2001,Number_MHW_days,28.31578947
South Cook Strait,Spring,2001,Nevents,3.157894737
South Cook Strait,Spring,2001,Mean_Intensity,1.121858739
South Cook Strait,Spring,2001,Maximum_Intensity,1.684836774
South Cook Strait,Spring,2001,Cumulative_Intensity,32.04641599
South Cook Strait,Spring,2002,Number_MHW_days,0.684210526
South Cook Strait,Spring,2002,Nevents,0.578947368
South Cook Strait,Spring,2002,Mean_Intensity,1.181427238
South Cook Strait,Spring,2002,Maximum_Intensity,1.205409105
South Cook Strait,Spring,2002,Cumulative_Intensity,0.808694697
South Cook Strait,Spring,2003,Number_MHW_days,2.105263158
South Cook Strait,Spring,2003,Nevents,0.315789474
South Cook Strait,Spring,2003,Mean_Intensity,1.055964709
South Cook Strait,Spring,2003,Maximum_Intensity,1.277933308
South Cook Strait,Spring,2003,Cumulative_Intensity,2.210063047
South Cook Strait,Spring,2004,Number_MHW_days,0
South Cook Strait,Spring,2004,Nevents,0
South Cook Strait,Spring,2004,Mean_Intensity,0
South Cook Strait,Spring,2004,Maximum_Intensity,0
South Cook Strait,Spring,2004,Cumulative_Intensity,0
South Cook Strait,Spring,2005,Number_MHW_days,33.31578947
South Cook Strait,Spring,2005,Nevents,2.842105263
South Cook Strait,Spring,2005,Mean_Intensity,1.247311144
South Cook Strait,Spring,2005,Maximum_Intensity,1.795289321
South Cook Strait,Spring,2005,Cumulative_Intensity,41.03801591
South Cook Strait,Spring,2006,Number_MHW_days,0.263157895
South Cook Strait,Spring,2006,Nevents,0.052631579
South Cook Strait,Spring,2006,Mean_Intensity,0.940739985
