Scale,Region_Name,Season_Name,Metrics,P_Value_ModifMK,Sens_Slope,P_Value,Change_Point_Year,Change_Point_pvalue,lm_slope,Sens_Slope_pre,P_Value_pre,Sens_Slope_post,P_Value_post,Trend_Decadal,Trend_Decadal_lm,Trend_Decadal_pre,Trend_Decadal_post
Region x Season_12NM,Northeastern New Zealand,Spring,Mean_Intensity,0.00962496786188035,0.00706620981770655,0.0769683697473808,1997,0.170869901934642,0.01417641140636457,-0.0862249851795487,0.00815475433737766,0.0155605670030879,0.16628205897989,0.07066209817706551,0.14176411406364578,-0.862249851795487,0.155605670030879
Region x Season_12NM,Northeastern New Zealand,Summer,Mean_Intensity,9.257368496526354e-4,0.00583497278924409,0.088319123868605,2014,0.198069083058262,0.01334375880301705,0,0.876447799979281,0.067181714899195,0.536186771900174,0.0583497278924409,0.13343758803017053,0,0.67181714899195
Region x Season_12NM,Northeastern New Zealand,Winter,Mean_Intensity,0.03803667773465513,0.00565610029193404,0.040884264314321,1994,0.00689005652430918,0.01623315729611848,0,0.361940915347264,-0.00263682681662173,0.501454564055363,0.0565610029193404,0.16233157296118483,0,-0.0263682681662173
Region x Season_12NM,Snares Island,Autumn,Mean_Intensity,0.00349399706804442,0.0138366494905814,0.00494759019460431,2007,31,0.02839749470295772,0,0.941125846685073,0.0432117333748355,0.0422080660862067,0.138366494905814,0.2839749470295772,0,0.432117333748355
Region x Season_12NM,Snares Island,Spring,Mean_Intensity,0.06249272442517719,0,0.28506863499996,2012,0.830882031753125,0.00901743638970163,0,0.901808238128261,0,0.85289247927395,0,0.0901743638970163,0,0
Region x Season_12NM,Snares Island,Summer,Mean_Intensity,0.11002941077171936,0,0.377983436406507,1998,0.674671314147312,0.01038032758613571,0,0.137536040077152,0,0.77877585989525,0,0.10380327586135717,0,0
Region x Season_12NM,Snares Island,Winter,Mean_Intensity,0.05156061632780384,0,0.0484545133840391,1996,17,0.01751501140772154,0,0.61166563199306,0,0.696024339374938,0,0.17515011407721545,0,0
Region x Season_12NM,South New Zealand,Autumn,Mean_Intensity,0.00403923376854674,0.00861874161012454,0.0426823723233766,2012,0.156034835812443,0.02171190478112546,0,0.902965584822893,0.0192952290548779,0.591505036994917,0.0861874161012454,0.21711904781125463,0,0.19295229054877905
Region x Season_12NM,South New Zealand,Spring,Mean_Intensity,0.0942348447195935,0.00159287403278198,0.18963375544767,2009,31,0.0122433712812538,0,0.374999161138645,0.0262137226019813,0.271240886355585,0.0159287403278198,0.12243371281253808,0,0.262137226019813
Region x Season_12NM,South New Zealand,Summer,Mean_Intensity,0.7639859374669568,0,0.842300462930064,2010,0.32457554494705,0.00743314548704176,-0.0171315004246519,0.0263941342095153,0.00178897699825976,1,0,0.07433145487041767,-0.17131500424651902,0.0178897699825976
