ECOREGION,season,year,Metrics,values
South New Zealand,Autumn,2011,Cumulative_Intensity,0.2203787339555456
South New Zealand,Autumn,2012,Number_MHW_days,2.4893617021276597
South New Zealand,Autumn,2012,Nevents,0.3829787234042553
South New Zealand,Autumn,2012,Mean_Intensity,1.176724031177454
South New Zealand,Autumn,2012,Maximum_Intensity,1.2848610941569012
South New Zealand,Autumn,2012,Cumulative_Intensity,2.9254659566351706
South New Zealand,Autumn,2013,Number_MHW_days,46.340425531914896
South New Zealand,Autumn,2013,Nevents,2.617021276595745
South New Zealand,Autumn,2013,Mean_Intensity,1.4218873468465043
South New Zealand,Autumn,2013,Maximum_Intensity,2.011474375558407
South New Zealand,Autumn,2013,Cumulative_Intensity,68.11441656594783
South New Zealand,Autumn,2014,Number_MHW_days,17.148936170212767
South New Zealand,Autumn,2014,Nevents,1.4893617021276595
South New Zealand,Autumn,2014,Mean_Intensity,1.455148387410449
South New Zealand,Autumn,2014,Maximum_Intensity,1.9495560984913893
South New Zealand,Autumn,2014,Cumulative_Intensity,24.738144954372974
South New Zealand,Autumn,2015,Number_MHW_days,10.361702127659575
South New Zealand,Autumn,2015,Nevents,1.0212765957446808
South New Zealand,Autumn,2015,Mean_Intensity,1.5617960520420147
South New Zealand,Autumn,2015,Maximum_Intensity,1.9827437166213988
South New Zealand,Autumn,2015,Cumulative_Intensity,16.740159325295306
South New Zealand,Autumn,2016,Number_MHW_days,42.4468085106383
South New Zealand,Autumn,2016,Nevents,2.5106382978723403
South New Zealand,Autumn,2016,Mean_Intensity,1.5523144766526842
South New Zealand,Autumn,2016,Maximum_Intensity,2.210927667690845
South New Zealand,Autumn,2016,Cumulative_Intensity,65.38777448594114
South New Zealand,Autumn,2017,Number_MHW_days,19.74468085106383
South New Zealand,Autumn,2017,Nevents,1.4893617021276595
South New Zealand,Autumn,2017,Mean_Intensity,1.3365754106760404
South New Zealand,Autumn,2017,Maximum_Intensity,1.7923719131469726
South New Zealand,Autumn,2017,Cumulative_Intensity,27.294761503276415
South New Zealand,Autumn,2018,Number_MHW_days,56.8936170212766
South New Zealand,Autumn,2018,Nevents,1.5957446808510638
South New Zealand,Autumn,2018,Mean_Intensity,1.989079961836567
South New Zealand,Autumn,2018,Maximum_Intensity,2.8943616712854263
South New Zealand,Autumn,2018,Cumulative_Intensity,109.00499779117666
South New Zealand,Autumn,2019,Number_MHW_days,71.59574468085107
South New Zealand,Autumn,2019,Nevents,1.4042553191489362
South New Zealand,Autumn,2019,Mean_Intensity,1.6389769682615263
South New Zealand,Autumn,2019,Maximum_Intensity,2.484795707345516
South New Zealand,Autumn,2019,Cumulative_Intensity,116.09830614111068
South New Zealand,Autumn,2020,Number_MHW_days,3.1914893617021276
South New Zealand,Autumn,2020,Nevents,0.40425531914893614
South New Zealand,Autumn,2020,Mean_Intensity,1.305190181481146
South New Zealand,Autumn,2020,Maximum_Intensity,1.4475684672305458
South New Zealand,Autumn,2020,Cumulative_Intensity,4.297019257695624
South New Zealand,Autumn,2021,Number_MHW_days,51.255319148936174
South New Zealand,Autumn,2021,Nevents,1.6382978723404256
South New Zealand,Autumn,2021,Mean_Intensity,1.3464584703430726
South New Zealand,Autumn,2021,Maximum_Intensity,1.8302979210386885
South New Zealand,Autumn,2021,Cumulative_Intensity,68.6073272277832
South New Zealand,Winter,1982,Number_MHW_days,0
South New Zealand,Winter,1982,Nevents,0
South New Zealand,Winter,1982,Mean_Intensity,0
South New Zealand,Winter,1982,Maximum_Intensity,0
South New Zealand,Winter,1982,Cumulative_Intensity,0
South New Zealand,Winter,1983,Number_MHW_days,0
South New Zealand,Winter,1983,Nevents,0
South New Zealand,Winter,1983,Mean_Intensity,0
South New Zealand,Winter,1983,Maximum_Intensity,0
South New Zealand,Winter,1983,Cumulative_Intensity,0
South New Zealand,Winter,1984,Number_MHW_days,0
South New Zealand,Winter,1984,Nevents,0
South New Zealand,Winter,1984,Mean_Intensity,0
South New Zealand,Winter,1984,Maximum_Intensity,0
South New Zealand,Winter,1984,Cumulative_Intensity,0
South New Zealand,Winter,1985,Number_MHW_days,17.085106382978722
South New Zealand,Winter,1985,Nevents,1.8297872340425532
South New Zealand,Winter,1985,Mean_Intensity,1.15165448949481
South New Zealand,Winter,1985,Maximum_Intensity,1.4007199799728394
South New Zealand,Winter,1985,Cumulative_Intensity,19.654549066843884
South New Zealand,Winter,1986,Number_MHW_days,0
South New Zealand,Winter,1986,Nevents,0
South New Zealand,Winter,1986,Mean_Intensity,0
South New Zealand,Winter,1986,Maximum_Intensity,0
South New Zealand,Winter,1986,Cumulative_Intensity,0
South New Zealand,Winter,1987,Number_MHW_days,0
South New Zealand,Winter,1987,Nevents,0
South New Zealand,Winter,1987,Mean_Intensity,0
South New Zealand,Winter,1987,Maximum_Intensity,0
South New Zealand,Winter,1987,Cumulative_Intensity,0
South New Zealand,Winter,1988,Number_MHW_days,0
South New Zealand,Winter,1988,Nevents,0
South New Zealand,Winter,1988,Mean_Intensity,0
South New Zealand,Winter,1988,Maximum_Intensity,0
South New Zealand,Winter,1988,Cumulative_Intensity,0
South New Zealand,Winter,1989,Number_MHW_days,18.106382978723403
South New Zealand,Winter,1989,Nevents,1.3191489361702127
South New Zealand,Winter,1989,Mean_Intensity,1.2379431540055752
South New Zealand,Winter,1989,Maximum_Intensity,1.6832633885825554
South New Zealand,Winter,1989,Cumulative_Intensity,22.98125537758685
South New Zealand,Winter,1990,Number_MHW_days,0.2553191489361702
South New Zealand,Winter,1990,Nevents,0.0425531914893617
South New Zealand,Winter,1990,Mean_Intensity,1.0223499364217126
South New Zealand,Winter,1990,Maximum_Intensity,1.215699885559082
South New Zealand,Winter,1990,Cumulative_Intensity,0.2610255156821394
South New Zealand,Winter,1991,Number_MHW_days,0
South New Zealand,Winter,1991,Nevents,0
South New Zealand,Winter,1991,Mean_Intensity,0
South New Zealand,Winter,1991,Maximum_Intensity,0
South New Zealand,Winter,1991,Cumulative_Intensity,0
South New Zealand,Winter,1992,Number_MHW_days,0
South New Zealand,Winter,1992,Nevents,0
South New Zealand,Winter,1992,Mean_Intensity,0
South New Zealand,Winter,1992,Maximum_Intensity,0
South New Zealand,Winter,1992,Cumulative_Intensity,0
South New Zealand,Winter,1993,Number_MHW_days,0
South New Zealand,Winter,1993,Nevents,0
South New Zealand,Winter,1993,Mean_Intensity,0
South New Zealand,Winter,1993,Maximum_Intensity,0
South New Zealand,Winter,1993,Cumulative_Intensity,0
South New Zealand,Winter,1994,Number_MHW_days,0
South New Zealand,Winter,1994,Nevents,0
South New Zealand,Winter,1994,Mean_Intensity,0
South New Zealand,Winter,1994,Maximum_Intensity,0
South New Zealand,Winter,1994,Cumulative_Intensity,0
South New Zealand,Winter,1995,Number_MHW_days,0.3191489361702128
South New Zealand,Winter,1995,Nevents,0.06382978723404255
South New Zealand,Winter,1995,Mean_Intensity,1.193833330790202
South New Zealand,Winter,1995,Maximum_Intensity,1.3346334096272787
South New Zealand,Winter,1995,Cumulative_Intensity,0.3810106374862346
South New Zealand,Winter,1996,Number_MHW_days,0
South New Zealand,Winter,1996,Nevents,0
South New Zealand,Winter,1996,Mean_Intensity,0
South New Zealand,Winter,1996,Maximum_Intensity,0
South New Zealand,Winter,1996,Cumulative_Intensity,0
South New Zealand,Winter,1997,Number_MHW_days,15.297872340425531
South New Zealand,Winter,1997,Nevents,1.0638297872340425
South New Zealand,Winter,1997,Mean_Intensity,1.2634246977472678
South New Zealand,Winter,1997,Maximum_Intensity,1.5680260488095492
South New Zealand,Winter,1997,Cumulative_Intensity,19.386078921443858
South New Zealand,Winter,1998,Number_MHW_days,8.446808510638299
South New Zealand,Winter,1998,Nevents,1.0425531914893618
South New Zealand,Winter,1998,Mean_Intensity,1.2050034681637245
South New Zealand,Winter,1998,Maximum_Intensity,1.4102588358710795
South New Zealand,Winter,1998,Cumulative_Intensity,10.252559520088358
South New Zealand,Winter,1999,Number_MHW_days,31.4468085106383
South New Zealand,Winter,1999,Nevents,2.3191489361702127
South New Zealand,Winter,1999,Mean_Intensity,1.3997729191426438
South New Zealand,Winter,1999,Maximum_Intensity,2.0664297580150848
South New Zealand,Winter,1999,Cumulative_Intensity,43.44959779523484
South New Zealand,Winter,2000,Number_MHW_days,32.680851063829785
South New Zealand,Winter,2000,Nevents,2.2127659574468086
South New Zealand,Winter,2000,Mean_Intensity,1.2545870245529531
South New Zealand,Winter,2000,Maximum_Intensity,1.6931808470056413
South New Zealand,Winter,2000,Cumulative_Intensity,41.7029447116933
South New Zealand,Winter,2001,Number_MHW_days,19.5531914893617
South New Zealand,Winter,2001,Nevents,2.893617021276596
South New Zealand,Winter,2001,Mean_Intensity,1.213442544032829
South New Zealand,Winter,2001,Maximum_Intensity,1.637176637949842
South New Zealand,Winter,2001,Cumulative_Intensity,23.560648795756887
South New Zealand,Winter,2002,Number_MHW_days,0
South New Zealand,Winter,2002,Nevents,0
South New Zealand,Winter,2002,Mean_Intensity,0
South New Zealand,Winter,2002,Maximum_Intensity,0
South New Zealand,Winter,2002,Cumulative_Intensity,0
South New Zealand,Winter,2003,Number_MHW_days,9.148936170212766
South New Zealand,Winter,2003,Nevents,1.127659574468085
South New Zealand,Winter,2003,Mean_Intensity,1.164634293649586
South New Zealand,Winter,2003,Maximum_Intensity,1.4212894977770354
South New Zealand,Winter,2003,Cumulative_Intensity,10.644748829845671
South New Zealand,Winter,2004,Number_MHW_days,0
South New Zealand,Winter,2004,Nevents,0
South New Zealand,Winter,2004,Mean_Intensity,0
South New Zealand,Winter,2004,Maximum_Intensity,0
South New Zealand,Winter,2004,Cumulative_Intensity,0
South New Zealand,Winter,2005,Number_MHW_days,0.40425531914893614
South New Zealand,Winter,2005,Nevents,0.06382978723404255
South New Zealand,Winter,2005,Mean_Intensity,0.9637983681936114
South New Zealand,Winter,2005,Maximum_Intensity,1.1558667811075847
South New Zealand,Winter,2005,Cumulative_Intensity,0.38941487332607844
South New Zealand,Winter,2006,Number_MHW_days,4.74468085106383
South New Zealand,Winter,2006,Nevents,0.8085106382978723
South New Zealand,Winter,2006,Mean_Intensity,1.1354767464957958
South New Zealand,Winter,2006,Maximum_Intensity,1.311433303663466
South New Zealand,Winter,2006,Cumulative_Intensity,5.34722770177963
South New Zealand,Winter,2007,Number_MHW_days,0
South New Zealand,Winter,2007,Nevents,0
South New Zealand,Winter,2007,Mean_Intensity,0
South New Zealand,Winter,2007,Maximum_Intensity,0
South New Zealand,Winter,2007,Cumulative_Intensity,0
South New Zealand,Winter,2008,Number_MHW_days,24.72340425531915
South New Zealand,Winter,2008,Nevents,2.1702127659574466
South New Zealand,Winter,2008,Mean_Intensity,1.3291623773503105
South New Zealand,Winter,2008,Maximum_Intensity,1.7670830176820145
South New Zealand,Winter,2008,Cumulative_Intensity,33.14707414667657
South New Zealand,Winter,2009,Number_MHW_days,1.9787234042553192
South New Zealand,Winter,2009,Nevents,0.2553191489361702
South New Zealand,Winter,2009,Mean_Intensity,1.032456973627264
South New Zealand,Winter,2009,Maximum_Intensity,1.2072273282137786
South New Zealand,Winter,2009,Cumulative_Intensity,2.0417404304017412
South New Zealand,Winter,2010,Number_MHW_days,9.042553191489361
South New Zealand,Winter,2010,Nevents,0.8085106382978723
South New Zealand,Winter,2010,Mean_Intensity,1.118989496674122
South New Zealand,Winter,2010,Maximum_Intensity,1.3394625651677448
South New Zealand,Winter,2010,Cumulative_Intensity,10.110155446576057
South New Zealand,Winter,2011,Number_MHW_days,0
South New Zealand,Winter,2011,Nevents,0
South New Zealand,Winter,2011,Mean_Intensity,0
South New Zealand,Winter,2011,Maximum_Intensity,0
South New Zealand,Winter,2011,Cumulative_Intensity,0
South New Zealand,Winter,2012,Number_MHW_days,0
South New Zealand,Winter,2012,Nevents,0
South New Zealand,Winter,2012,Mean_Intensity,0
South New Zealand,Winter,2012,Maximum_Intensity,0
South New Zealand,Winter,2012,Cumulative_Intensity,0
South New Zealand,Winter,2013,Number_MHW_days,37.659574468085104
South New Zealand,Winter,2013,Nevents,1.6170212765957446
South New Zealand,Winter,2013,Mean_Intensity,1.244665827854145
South New Zealand,Winter,2013,Maximum_Intensity,1.6881363471638073
South New Zealand,Winter,2013,Cumulative_Intensity,47.96007222273807
South New Zealand,Winter,2014,Number_MHW_days,43.680851063829785
South New Zealand,Winter,2014,Nevents,2.4893617021276597
South New Zealand,Winter,2014,Mean_Intensity,1.2595817532074227
South New Zealand,Winter,2014,Maximum_Intensity,1.750368107832239
South New Zealand,Winter,2014,Cumulative_Intensity,55.1711109037034
South New Zealand,Winter,2015,Number_MHW_days,0
South New Zealand,Winter,2015,Nevents,0
South New Zealand,Winter,2015,Mean_Intensity,0
South New Zealand,Winter,2015,Maximum_Intensity,0
South New Zealand,Winter,2015,Cumulative_Intensity,0
South New Zealand,Winter,2016,Number_MHW_days,4.0638297872340425
South New Zealand,Winter,2016,Nevents,0.3617021276595745
South New Zealand,Winter,2016,Mean_Intensity,1.1024379967059659
South New Zealand,Winter,2016,Maximum_Intensity,1.3517665649414061
South New Zealand,Winter,2016,Cumulative_Intensity,4.564670249289654
South New Zealand,Winter,2017,Number_MHW_days,7.680851063829787
South New Zealand,Winter,2017,Nevents,1.148936170212766
South New Zealand,Winter,2017,Mean_Intensity,1.0853887975198842
South New Zealand,Winter,2017,Maximum_Intensity,1.2974088437248679
South New Zealand,Winter,2017,Cumulative_Intensity,8.336434174850138
South New Zealand,Winter,2018,Number_MHW_days,12.51063829787234
South New Zealand,Winter,2018,Nevents,0.7021276595744681
South New Zealand,Winter,2018,Mean_Intensity,1.151164214734505
South New Zealand,Winter,2018,Maximum_Intensity,1.4753923179626465
South New Zealand,Winter,2018,Cumulative_Intensity,14.440210410227673
South New Zealand,Winter,2019,Number_MHW_days,8.680851063829786
South New Zealand,Winter,2019,Nevents,0.7446808510638298
South New Zealand,Winter,2019,Mean_Intensity,1.1425580323444524
South New Zealand,Winter,2019,Maximum_Intensity,1.3937713668096634
South New Zealand,Winter,2019,Cumulative_Intensity,10.095210498696185
South New Zealand,Winter,2020,Number_MHW_days,24.106382978723403
South New Zealand,Winter,2020,Nevents,1.702127659574468
South New Zealand,Winter,2020,Mean_Intensity,1.1497859886128854
South New Zealand,Winter,2020,Maximum_Intensity,1.3914702931180913
South New Zealand,Winter,2020,Cumulative_Intensity,28.194774367442033
South New Zealand,Winter,2021,Number_MHW_days,44.808510638297875
South New Zealand,Winter,2021,Nevents,3.106382978723404
South New Zealand,Winter,2021,Mean_Intensity,1.2165315999305033
South New Zealand,Winter,2021,Maximum_Intensity,1.6798829170389378
South New Zealand,Winter,2021,Cumulative_Intensity,54.3298473993829
South New Zealand,Spring,1982,Number_MHW_days,0
South New Zealand,Spring,1982,Nevents,0
South New Zealand,Spring,1982,Mean_Intensity,0
South New Zealand,Spring,1982,Maximum_Intensity,0
South New Zealand,Spring,1982,Cumulative_Intensity,0
South New Zealand,Spring,1983,Number_MHW_days,0.7446808510638298
South New Zealand,Spring,1983,Nevents,0.2553191489361702
South New Zealand,Spring,1983,Mean_Intensity,1.9100082777023315
South New Zealand,Spring,1983,Maximum_Intensity,2.32305837465922
South New Zealand,Spring,1983,Cumulative_Intensity,1.434908487100804
South New Zealand,Spring,1984,Number_MHW_days,8.808510638297872
South New Zealand,Spring,1984,Nevents,1.1063829787234043
South New Zealand,Spring,1984,Mean_Intensity,1.4843100170931618
South New Zealand,Spring,1984,Maximum_Intensity,1.8493674385734227
South New Zealand,Spring,1984,Cumulative_Intensity,13.524753258043654
South New Zealand,Spring,1985,Number_MHW_days,6.553191489361702
South New Zealand,Spring,1985,Nevents,0.6595744680851063
South New Zealand,Spring,1985,Mean_Intensity,1.1392515523584799
South New Zealand,Spring,1985,Maximum_Intensity,1.325829077788322
South New Zealand,Spring,1985,Cumulative_Intensity,7.5143298302508414
South New Zealand,Spring,1986,Number_MHW_days,0.3191489361702128
South New Zealand,Spring,1986,Nevents,0.06382978723404255
South New Zealand,Spring,1986,Mean_Intensity,1.277333447774251
South New Zealand,Spring,1986,Maximum_Intensity,1.4586667302449545
South New Zealand,Spring,1986,Cumulative_Intensity,0.4076596109917823
South New Zealand,Spring,1987,Number_MHW_days,0.2127659574468085
South New Zealand,Spring,1987,Nevents,0.0425531914893617
South New Zealand,Spring,1987,Mean_Intensity,1.299939969482422
South New Zealand,Spring,1987,Maximum_Intensity,1.4626496948242194
South New Zealand,Spring,1987,Cumulative_Intensity,0.2765829722303026
South New Zealand,Spring,1988,Number_MHW_days,0
South New Zealand,Spring,1988,Nevents,0
South New Zealand,Spring,1988,Mean_Intensity,0
South New Zealand,Spring,1988,Maximum_Intensity,0
South New Zealand,Spring,1988,Cumulative_Intensity,0
South New Zealand,Spring,1989,Number_MHW_days,73.38297872340425
South New Zealand,Spring,1989,Nevents,2.148936170212766
South New Zealand,Spring,1989,Mean_Intensity,1.556216329863385
South New Zealand,Spring,1989,Maximum_Intensity,2.340423393704029
South New Zealand,Spring,1989,Cumulative_Intensity,115.43946588602269
South New Zealand,Spring,1990,Number_MHW_days,0
South New Zealand,Spring,1990,Nevents,0
South New Zealand,Spring,1990,Mean_Intensity,0
South New Zealand,Spring,1990,Maximum_Intensity,0
South New Zealand,Spring,1990,Cumulative_Intensity,0
South New Zealand,Spring,1991,Number_MHW_days,0
South New Zealand,Spring,1991,Nevents,0
South New Zealand,Spring,1991,Mean_Intensity,0
South New Zealand,Spring,1991,Maximum_Intensity,0
South New Zealand,Spring,1991,Cumulative_Intensity,0
South New Zealand,Spring,1992,Number_MHW_days,4.48936170212766
South New Zealand,Spring,1992,Nevents,0.6808510638297872
South New Zealand,Spring,1992,Mean_Intensity,1.4708497414373292
South New Zealand,Spring,1992,Maximum_Intensity,1.955033382379441
South New Zealand,Spring,1992,Cumulative_Intensity,6.665040480723279
South New Zealand,Spring,1993,Number_MHW_days,0
South New Zealand,Spring,1993,Nevents,0
South New Zealand,Spring,1993,Mean_Intensity,0
South New Zealand,Spring,1993,Maximum_Intensity,0
South New Zealand,Spring,1993,Cumulative_Intensity,0
South New Zealand,Spring,1994,Number_MHW_days,0
South New Zealand,Spring,1994,Nevents,0
South New Zealand,Spring,1994,Mean_Intensity,0
South New Zealand,Spring,1994,Maximum_Intensity,0
South New Zealand,Spring,1994,Cumulative_Intensity,0
South New Zealand,Spring,1995,Number_MHW_days,0
South New Zealand,Spring,1995,Nevents,0
South New Zealand,Spring,1995,Mean_Intensity,0
South New Zealand,Spring,1995,Maximum_Intensity,0
South New Zealand,Spring,1995,Cumulative_Intensity,0
South New Zealand,Spring,1996,Number_MHW_days,0
South New Zealand,Spring,1996,Nevents,0
South New Zealand,Spring,1996,Mean_Intensity,0
South New Zealand,Spring,1996,Maximum_Intensity,0
South New Zealand,Spring,1996,Cumulative_Intensity,0
South New Zealand,Spring,1997,Number_MHW_days,10.361702127659575
South New Zealand,Spring,1997,Nevents,1.2765957446808511
South New Zealand,Spring,1997,Mean_Intensity,1.1437835394565992
South New Zealand,Spring,1997,Maximum_Intensity,1.3345294951698996
South New Zealand,Spring,1997,Cumulative_Intensity,11.882853268594946
South New Zealand,Spring,1998,Number_MHW_days,0
South New Zealand,Spring,1998,Nevents,0
South New Zealand,Spring,1998,Mean_Intensity,0
South New Zealand,Spring,1998,Maximum_Intensity,0
South New Zealand,Spring,1998,Cumulative_Intensity,0
South New Zealand,Spring,1999,Number_MHW_days,31.425531914893618
South New Zealand,Spring,1999,Nevents,2.4468085106382977
South New Zealand,Spring,1999,Mean_Intensity,1.2779359213390462
South New Zealand,Spring,1999,Maximum_Intensity,1.878012515258789
South New Zealand,Spring,1999,Cumulative_Intensity,40.46449603281224
South New Zealand,Spring,2000,Number_MHW_days,12.659574468085106
South New Zealand,Spring,2000,Nevents,1.5319148936170213
South New Zealand,Spring,2000,Mean_Intensity,1.3642696174140643
South New Zealand,Spring,2000,Maximum_Intensity,1.7647756115044488
South New Zealand,Spring,2000,Cumulative_Intensity,16.964925685314423
South New Zealand,Spring,2001,Number_MHW_days,29.48936170212766
South New Zealand,Spring,2001,Nevents,3.3404255319148937
South New Zealand,Spring,2001,Mean_Intensity,1.1651020177435596
South New Zealand,Spring,2001,Maximum_Intensity,1.6119298188879134
South New Zealand,Spring,2001,Cumulative_Intensity,34.18077645938954
South New Zealand,Spring,2002,Number_MHW_days,0
South New Zealand,Spring,2002,Nevents,0
South New Zealand,Spring,2002,Mean_Intensity,0
South New Zealand,Spring,2002,Maximum_Intensity,0
South New Zealand,Spring,2002,Cumulative_Intensity,0
South New Zealand,Spring,2003,Number_MHW_days,0.10638297872340426
South New Zealand,Spring,2003,Nevents,0.02127659574468085
South New Zealand,Spring,2003,Mean_Intensity,0.9275801449584961
South New Zealand,Spring,2003,Maximum_Intensity,0.9598004577636718
South New Zealand,Spring,2003,Cumulative_Intensity,0.09867873882537193
South New Zealand,Spring,2004,Number_MHW_days,0
South New Zealand,Spring,2004,Nevents,0
South New Zealand,Spring,2004,Mean_Intensity,0
South New Zealand,Spring,2004,Maximum_Intensity,0
South New Zealand,Spring,2004,Cumulative_Intensity,0
South New Zealand,Spring,2005,Number_MHW_days,1.7872340425531914
South New Zealand,Spring,2005,Nevents,0.2765957446808511
South New Zealand,Spring,2005,Mean_Intensity,1.165905883095605
South New Zealand,Spring,2005,Maximum_Intensity,1.3407000413258872
South New Zealand,Spring,2005,Cumulative_Intensity,1.969048997854679
South New Zealand,Spring,2006,Number_MHW_days,0.3617021276595745
South New Zealand,Spring,2006,Nevents,0.06382978723404255
South New Zealand,Spring,2006,Mean_Intensity,0.9614711356947158
South New Zealand,Spring,2006,Maximum_Intensity,1.0495666158040364
South New Zealand,Spring,2006,Cumulative_Intensity,0.34704894347495224
South New Zealand,Spring,2007,Number_MHW_days,0
South New Zealand,Spring,2007,Nevents,0
South New Zealand,Spring,2007,Mean_Intensity,0
South New Zealand,Spring,2007,Maximum_Intensity,0
South New Zealand,Spring,2007,Cumulative_Intensity,0
South New Zealand,Spring,2008,Number_MHW_days,0.8723404255319149
South New Zealand,Spring,2008,Nevents,0.14893617021276595
South New Zealand,Spring,2008,Mean_Intensity,1.094950328640062
South New Zealand,Spring,2008,Maximum_Intensity,1.1922284896850586
South New Zealand,Spring,2008,Cumulative_Intensity,0.960538293002514
South New Zealand,Spring,2009,Number_MHW_days,0.723404255319149
South New Zealand,Spring,2009,Nevents,0.0851063829787234
South New Zealand,Spring,2009,Mean_Intensity,1.1413131162616184
South New Zealand,Spring,2009,Maximum_Intensity,1.4113999141693117
South New Zealand,Spring,2009,Cumulative_Intensity,0.8337637518700133
South New Zealand,Spring,2010,Number_MHW_days,8.319148936170214
South New Zealand,Spring,2010,Nevents,1.574468085106383
South New Zealand,Spring,2010,Mean_Intensity,1.5923354317561786
South New Zealand,Spring,2010,Maximum_Intensity,2.004240933366255
South New Zealand,Spring,2010,Cumulative_Intensity,12.51122336773162
South New Zealand,Spring,2011,Number_MHW_days,0
South New Zealand,Spring,2011,Nevents,0
South New Zealand,Spring,2011,Mean_Intensity,0
South New Zealand,Spring,2011,Maximum_Intensity,0
South New Zealand,Spring,2011,Cumulative_Intensity,0
South New Zealand,Spring,2012,Number_MHW_days,1.0425531914893618
South New Zealand,Spring,2012,Nevents,0.1702127659574468
South New Zealand,Spring,2012,Mean_Intensity,1.03490694038443
South New Zealand,Spring,2012,Maximum_Intensity,1.162114258466448
South New Zealand,Spring,2012,Cumulative_Intensity,1.08663404661138
South New Zealand,Spring,2013,Number_MHW_days,43.255319148936174
South New Zealand,Spring,2013,Nevents,2.872340425531915
South New Zealand,Spring,2013,Mean_Intensity,1.4484006255263406
South New Zealand,Spring,2013,Maximum_Intensity,2.2794638143661174
South New Zealand,Spring,2013,Cumulative_Intensity,63.63764017960568
South New Zealand,Spring,2014,Number_MHW_days,7.680851063829787
South New Zealand,Spring,2014,Nevents,0.6595744680851063
South New Zealand,Spring,2014,Mean_Intensity,1.2260627552780519
South New Zealand,Spring,2014,Maximum_Intensity,1.501086581471761
South New Zealand,Spring,2014,Cumulative_Intensity,9.513059474636647
South New Zealand,Spring,2015,Number_MHW_days,0
South New Zealand,Spring,2015,Nevents,0
South New Zealand,Spring,2015,Mean_Intensity,0
South New Zealand,Spring,2015,Maximum_Intensity,0
South New Zealand,Spring,2015,Cumulative_Intensity,0
South New Zealand,Spring,2016,Number_MHW_days,22.914893617021278
South New Zealand,Spring,2016,Nevents,1.5106382978723405
South New Zealand,Spring,2016,Mean_Intensity,1.1888762757807563
South New Zealand,Spring,2016,Maximum_Intensity,1.588617003420566
South New Zealand,Spring,2016,Cumulative_Intensity,26.899791377355697
South New Zealand,Spring,2017,Number_MHW_days,35
South New Zealand,Spring,2017,Nevents,2.9361702127659575
South New Zealand,Spring,2017,Mean_Intensity,1.6802842455364324
South New Zealand,Spring,2017,Maximum_Intensity,3.420546749261085
South New Zealand,Spring,2017,Cumulative_Intensity,57.38259802411668
South New Zealand,Spring,2018,Number_MHW_days,14.212765957446809
South New Zealand,Spring,2018,Nevents,1.4042553191489362
South New Zealand,Spring,2018,Mean_Intensity,1.4291304919472754
South New Zealand,Spring,2018,Maximum_Intensity,1.7474109043950619
South New Zealand,Spring,2018,Cumulative_Intensity,18.966936148298547
South New Zealand,Spring,2019,Number_MHW_days,0.7659574468085106
South New Zealand,Spring,2019,Nevents,0.10638297872340426
South New Zealand,Spring,2019,Mean_Intensity,1.767579041502502
South New Zealand,Spring,2019,Maximum_Intensity,2.410449923706055
South New Zealand,Spring,2019,Cumulative_Intensity,1.331434049857931
South New Zealand,Spring,2020,Number_MHW_days,8.170212765957446
South New Zealand,Spring,2020,Nevents,1.148936170212766
South New Zealand,Spring,2020,Mean_Intensity,1.1921407435957931
South New Zealand,Spring,2020,Maximum_Intensity,1.5046316592567845
South New Zealand,Spring,2020,Cumulative_Intensity,10.218110678879757
South New Zealand,Spring,2021,Number_MHW_days,50.95744680851064
South New Zealand,Spring,2021,Nevents,2.617021276595745
South New Zealand,Spring,2021,Mean_Intensity,1.3691969128391677
South New Zealand,Spring,2021,Maximum_Intensity,1.9912914455332653
South New Zealand,Spring,2021,Cumulative_Intensity,68.84415492388136
Bounty and Antipodes Islands,Summer,1982,Number_MHW_days,0
Bounty and Antipodes Islands,Summer,1982,Nevents,0
Bounty and Antipodes Islands,Summer,1982,Mean_Intensity,0
Bounty and Antipodes Islands,Summer,1982,Maximum_Intensity,0
Bounty and Antipodes Islands,Summer,1982,Cumulative_Intensity,0
Bounty and Antipodes Islands,Summer,1983,Number_MHW_days,1.1111111111111112
Bounty and Antipodes Islands,Summer,1983,Nevents,0.2222222222222222
Bounty and Antipodes Islands,Summer,1983,Mean_Intensity,1.0477599809265135
Bounty and Antipodes Islands,Summer,1983,Maximum_Intensity,1.0574002098083497
Bounty and Antipodes Islands,Summer,1983,Cumulative_Intensity,1.1641777565850149
Bounty and Antipodes Islands,Summer,1984,Number_MHW_days,15.88888888888889
Bounty and Antipodes Islands,Summer,1984,Nevents,1.4444444444444444
Bounty and Antipodes Islands,Summer,1984,Mean_Intensity,1.8453056277885658
Bounty and Antipodes Islands,Summer,1984,Maximum_Intensity,3.056744575839572
Bounty and Antipodes Islands,Summer,1984,Cumulative_Intensity,29.009667052374944
Bounty and Antipodes Islands,Summer,1985,Number_MHW_days,47.44444444444444
Bounty and Antipodes Islands,Summer,1985,Nevents,2.6666666666666665
Bounty and Antipodes Islands,Summer,1985,Mean_Intensity,1.7181109123098293
Bounty and Antipodes Islands,Summer,1985,Maximum_Intensity,3.016533257039388
Bounty and Antipodes Islands,Summer,1985,Cumulative_Intensity,81.67756710747614
Bounty and Antipodes Islands,Summer,1986,Number_MHW_days,10.444444444444445
Bounty and Antipodes Islands,Summer,1986,Nevents,1.5555555555555556
