ECOREGION,season,year,Metrics,values
Northeastern New Zealand,Winter,1997,Maximum_Intensity,1.1710999084472657
Northeastern New Zealand,Winter,1997,Cumulative_Intensity,0.4476403041224328
Northeastern New Zealand,Winter,1998,Number_MHW_days,44.20967741935484
Northeastern New Zealand,Winter,1998,Nevents,1.564516129032258
Northeastern New Zealand,Winter,1998,Mean_Intensity,1.0840883334048939
Northeastern New Zealand,Winter,1998,Maximum_Intensity,1.5969982131392868
Northeastern New Zealand,Winter,1998,Cumulative_Intensity,51.07675949099141
Northeastern New Zealand,Winter,1999,Number_MHW_days,49.33870967741935
Northeastern New Zealand,Winter,1999,Nevents,2.193548387096774
Northeastern New Zealand,Winter,1999,Mean_Intensity,1.0910269453904222
Northeastern New Zealand,Winter,1999,Maximum_Intensity,1.532572526501071
Northeastern New Zealand,Winter,1999,Cumulative_Intensity,54.10980566932924
Northeastern New Zealand,Winter,2000,Number_MHW_days,5.145161290322581
Northeastern New Zealand,Winter,2000,Nevents,0.5
Northeastern New Zealand,Winter,2000,Mean_Intensity,1.0481531438745664
Northeastern New Zealand,Winter,2000,Maximum_Intensity,1.3006689153231108
Northeastern New Zealand,Winter,2000,Cumulative_Intensity,5.788330666080598
Northeastern New Zealand,Winter,2001,Number_MHW_days,12.306451612903226
Northeastern New Zealand,Winter,2001,Nevents,1.3548387096774193
Northeastern New Zealand,Winter,2001,Mean_Intensity,0.895985467674445
Northeastern New Zealand,Winter,2001,Maximum_Intensity,1.09999469530923
Northeastern New Zealand,Winter,2001,Cumulative_Intensity,10.897767569043559
Northeastern New Zealand,Winter,2002,Number_MHW_days,2.8225806451612905
Northeastern New Zealand,Winter,2002,Nevents,0.3064516129032258
Northeastern New Zealand,Winter,2002,Mean_Intensity,0.8774265192839737
Northeastern New Zealand,Winter,2002,Maximum_Intensity,1.1062725746848365
Northeastern New Zealand,Winter,2002,Cumulative_Intensity,2.4518162822354226
Northeastern New Zealand,Winter,2003,Number_MHW_days,9.080645161290322
Northeastern New Zealand,Winter,2003,Nevents,0.9516129032258065
Northeastern New Zealand,Winter,2003,Mean_Intensity,0.9708861023111229
Northeastern New Zealand,Winter,2003,Maximum_Intensity,1.1196023049396018
Northeastern New Zealand,Winter,2003,Cumulative_Intensity,9.316914658872543
Northeastern New Zealand,Winter,2004,Number_MHW_days,0
Northeastern New Zealand,Winter,2004,Nevents,0
Northeastern New Zealand,Winter,2004,Mean_Intensity,0
Northeastern New Zealand,Winter,2004,Maximum_Intensity,0
Northeastern New Zealand,Winter,2004,Cumulative_Intensity,0
Northeastern New Zealand,Winter,2005,Number_MHW_days,9.693548387096774
Northeastern New Zealand,Winter,2005,Nevents,1.467741935483871
Northeastern New Zealand,Winter,2005,Mean_Intensity,0.9055192805823747
Northeastern New Zealand,Winter,2005,Maximum_Intensity,1.1162327803250016
Northeastern New Zealand,Winter,2005,Cumulative_Intensity,8.845245182824904
Northeastern New Zealand,Winter,2006,Number_MHW_days,0.16129032258064516
Northeastern New Zealand,Winter,2006,Nevents,0.03225806451612903
Northeastern New Zealand,Winter,2006,Mean_Intensity,1.0654200610351565
Northeastern New Zealand,Winter,2006,Maximum_Intensity,1.088300400543213
Northeastern New Zealand,Winter,2006,Cumulative_Intensity,0.17184194532825103
Northeastern New Zealand,Winter,2007,Number_MHW_days,1.6129032258064515
Northeastern New Zealand,Winter,2007,Nevents,0.3387096774193548
Northeastern New Zealand,Winter,2007,Mean_Intensity,1.0000358481013674
Northeastern New Zealand,Winter,2007,Maximum_Intensity,1.1231185878753664
Northeastern New Zealand,Winter,2007,Cumulative_Intensity,1.6042015052303191
Northeastern New Zealand,Winter,2008,Number_MHW_days,1.5161290322580645
Northeastern New Zealand,Winter,2008,Nevents,0.20967741935483872
Northeastern New Zealand,Winter,2008,Mean_Intensity,1.1181179711026634
Northeastern New Zealand,Winter,2008,Maximum_Intensity,1.251268907987154
Northeastern New Zealand,Winter,2008,Cumulative_Intensity,1.774624039729949
Northeastern New Zealand,Winter,2009,Number_MHW_days,0
Northeastern New Zealand,Winter,2009,Nevents,0
Northeastern New Zealand,Winter,2009,Mean_Intensity,0
Northeastern New Zealand,Winter,2009,Maximum_Intensity,0
Northeastern New Zealand,Winter,2009,Cumulative_Intensity,0
Northeastern New Zealand,Winter,2010,Number_MHW_days,0.16129032258064516
Northeastern New Zealand,Winter,2010,Nevents,0.03225806451612903
Northeastern New Zealand,Winter,2010,Mean_Intensity,1.13465008392334
Northeastern New Zealand,Winter,2010,Maximum_Intensity,1.2636504577636725
Northeastern New Zealand,Winter,2010,Cumulative_Intensity,0.1830080780521516
Northeastern New Zealand,Winter,2011,Number_MHW_days,9.241935483870968
Northeastern New Zealand,Winter,2011,Nevents,1.032258064516129
Northeastern New Zealand,Winter,2011,Mean_Intensity,1.050724090665593
Northeastern New Zealand,Winter,2011,Maximum_Intensity,1.3246738767351423
Northeastern New Zealand,Winter,2011,Cumulative_Intensity,9.89692454179333
Northeastern New Zealand,Winter,2012,Number_MHW_days,1.8709677419354838
Northeastern New Zealand,Winter,2012,Nevents,0.2903225806451613
Northeastern New Zealand,Winter,2012,Mean_Intensity,0.8005350607159865
Northeastern New Zealand,Winter,2012,Maximum_Intensity,0.91135568906996
Northeastern New Zealand,Winter,2012,Cumulative_Intensity,1.4960515482994816
Northeastern New Zealand,Winter,2013,Number_MHW_days,0.3387096774193548
Northeastern New Zealand,Winter,2013,Nevents,0.06451612903225806
Northeastern New Zealand,Winter,2013,Mean_Intensity,0.7374534137598672
Northeastern New Zealand,Winter,2013,Maximum_Intensity,0.8609246566772462
Northeastern New Zealand,Winter,2013,Cumulative_Intensity,0.25223550909719156
Northeastern New Zealand,Winter,2014,Number_MHW_days,2.064516129032258
Northeastern New Zealand,Winter,2014,Nevents,0.24193548387096775
Northeastern New Zealand,Winter,2014,Mean_Intensity,0.8286003449580854
Northeastern New Zealand,Winter,2014,Maximum_Intensity,1.0284914918263752
Northeastern New Zealand,Winter,2014,Cumulative_Intensity,1.6755740914129442
Northeastern New Zealand,Winter,2015,Number_MHW_days,0.25806451612903225
Northeastern New Zealand,Winter,2015,Nevents,0.04838709677419355
Northeastern New Zealand,Winter,2015,Mean_Intensity,0.9595313315158422
Northeastern New Zealand,Winter,2015,Maximum_Intensity,1.1188669718424482
Northeastern New Zealand,Winter,2015,Cumulative_Intensity,0.24739521174277032
Northeastern New Zealand,Winter,2016,Number_MHW_days,10
Northeastern New Zealand,Winter,2016,Nevents,1.064516129032258
Northeastern New Zealand,Winter,2016,Mean_Intensity,0.9670718032753187
Northeastern New Zealand,Winter,2016,Maximum_Intensity,1.246643504797894
Northeastern New Zealand,Winter,2016,Cumulative_Intensity,9.768085434649068
Northeastern New Zealand,Winter,2017,Number_MHW_days,2.7580645161290325
Northeastern New Zealand,Winter,2017,Nevents,0.3709677419354839
Northeastern New Zealand,Winter,2017,Mean_Intensity,0.9116496480006213
Northeastern New Zealand,Winter,2017,Maximum_Intensity,1.0488105504086143
Northeastern New Zealand,Winter,2017,Cumulative_Intensity,2.5837339109605355
Northeastern New Zealand,Winter,2018,Number_MHW_days,3.2580645161290325
Northeastern New Zealand,Winter,2018,Nevents,0.3387096774193548
Northeastern New Zealand,Winter,2018,Mean_Intensity,0.8292874974382379
Northeastern New Zealand,Winter,2018,Maximum_Intensity,1.057930763362004
Northeastern New Zealand,Winter,2018,Cumulative_Intensity,2.6854146471823412
Northeastern New Zealand,Winter,2019,Number_MHW_days,10.596774193548388
Northeastern New Zealand,Winter,2019,Nevents,1.0161290322580645
Northeastern New Zealand,Winter,2019,Mean_Intensity,0.8472563460689407
Northeastern New Zealand,Winter,2019,Maximum_Intensity,1.0199190734538626
Northeastern New Zealand,Winter,2019,Cumulative_Intensity,8.895635726288827
Northeastern New Zealand,Winter,2020,Number_MHW_days,3.2419354838709675
Northeastern New Zealand,Winter,2020,Nevents,0.4838709677419355
Northeastern New Zealand,Winter,2020,Mean_Intensity,0.8688578886662409
Northeastern New Zealand,Winter,2020,Maximum_Intensity,0.9824921663208009
Northeastern New Zealand,Winter,2020,Cumulative_Intensity,2.856951870702928
Northeastern New Zealand,Winter,2021,Number_MHW_days,31.677419354838708
Northeastern New Zealand,Winter,2021,Nevents,1.6290322580645162
Northeastern New Zealand,Winter,2021,Mean_Intensity,0.9703518424218065
Northeastern New Zealand,Winter,2021,Maximum_Intensity,1.2911320366392744
Northeastern New Zealand,Winter,2021,Cumulative_Intensity,31.761622737539966
Northeastern New Zealand,Spring,1982,Number_MHW_days,2.0483870967741935
Northeastern New Zealand,Spring,1982,Nevents,0.3709677419354839
Northeastern New Zealand,Spring,1982,Mean_Intensity,1.2428496284472226
Northeastern New Zealand,Spring,1982,Maximum_Intensity,1.503243461675229
Northeastern New Zealand,Spring,1982,Cumulative_Intensity,2.5000903638039866
Northeastern New Zealand,Spring,1983,Number_MHW_days,0.9838709677419355
Northeastern New Zealand,Spring,1983,Nevents,0.16129032258064516
Northeastern New Zealand,Spring,1983,Mean_Intensity,1.4226307085647583
Northeastern New Zealand,Spring,1983,Maximum_Intensity,1.778150228881836
Northeastern New Zealand,Spring,1983,Cumulative_Intensity,1.417582320822439
Northeastern New Zealand,Spring,1984,Number_MHW_days,13.983870967741936
Northeastern New Zealand,Spring,1984,Nevents,1.2903225806451613
Northeastern New Zealand,Spring,1984,Mean_Intensity,1.2747042501381025
Northeastern New Zealand,Spring,1984,Maximum_Intensity,1.8376054427545723
Northeastern New Zealand,Spring,1984,Cumulative_Intensity,18.53084213852421
Northeastern New Zealand,Spring,1985,Number_MHW_days,0.7258064516129032
Northeastern New Zealand,Spring,1985,Nevents,0.0967741935483871
Northeastern New Zealand,Spring,1985,Mean_Intensity,1.0246673058821665
Northeastern New Zealand,Spring,1985,Maximum_Intensity,1.192233511352539
Northeastern New Zealand,Spring,1985,Cumulative_Intensity,0.7410985119973461
Northeastern New Zealand,Spring,1986,Number_MHW_days,0
Northeastern New Zealand,Spring,1986,Nevents,0
Northeastern New Zealand,Spring,1986,Mean_Intensity,0
Northeastern New Zealand,Spring,1986,Maximum_Intensity,0
Northeastern New Zealand,Spring,1986,Cumulative_Intensity,0
Northeastern New Zealand,Spring,1987,Number_MHW_days,0
Northeastern New Zealand,Spring,1987,Nevents,0
Northeastern New Zealand,Spring,1987,Mean_Intensity,0
Northeastern New Zealand,Spring,1987,Maximum_Intensity,0
Northeastern New Zealand,Spring,1987,Cumulative_Intensity,0
Northeastern New Zealand,Spring,1988,Number_MHW_days,0.08064516129032258
Northeastern New Zealand,Spring,1988,Nevents,0.016129032258064516
Northeastern New Zealand,Spring,1988,Mean_Intensity,0.9264601373291018
Northeastern New Zealand,Spring,1988,Maximum_Intensity,1.1212005340576177
Northeastern New Zealand,Spring,1988,Cumulative_Intensity,0.07471452720395982
Northeastern New Zealand,Spring,1989,Number_MHW_days,21.129032258064516
Northeastern New Zealand,Spring,1989,Nevents,2.0161290322580645
Northeastern New Zealand,Spring,1989,Mean_Intensity,1.2037442228832467
Northeastern New Zealand,Spring,1989,Maximum_Intensity,1.6033934394836424
Northeastern New Zealand,Spring,1989,Cumulative_Intensity,25.362809854002922
Northeastern New Zealand,Spring,1990,Number_MHW_days,4.983870967741935
Northeastern New Zealand,Spring,1990,Nevents,0.8387096774193549
Northeastern New Zealand,Spring,1990,Mean_Intensity,1.2984884047455831
Northeastern New Zealand,Spring,1990,Maximum_Intensity,1.7718850172563034
Northeastern New Zealand,Spring,1990,Cumulative_Intensity,6.445925841522217
Northeastern New Zealand,Spring,1991,Number_MHW_days,0
Northeastern New Zealand,Spring,1991,Nevents,0
Northeastern New Zealand,Spring,1991,Mean_Intensity,0
Northeastern New Zealand,Spring,1991,Maximum_Intensity,0
Northeastern New Zealand,Spring,1991,Cumulative_Intensity,0
Northeastern New Zealand,Spring,1992,Number_MHW_days,0
Northeastern New Zealand,Spring,1992,Nevents,0
Northeastern New Zealand,Spring,1992,Mean_Intensity,0
Northeastern New Zealand,Spring,1992,Maximum_Intensity,0
Northeastern New Zealand,Spring,1992,Cumulative_Intensity,0
Northeastern New Zealand,Spring,1993,Number_MHW_days,0
Northeastern New Zealand,Spring,1993,Nevents,0
Northeastern New Zealand,Spring,1993,Mean_Intensity,0
Northeastern New Zealand,Spring,1993,Maximum_Intensity,0
Northeastern New Zealand,Spring,1993,Cumulative_Intensity,0
Northeastern New Zealand,Spring,1994,Number_MHW_days,0
Northeastern New Zealand,Spring,1994,Nevents,0
Northeastern New Zealand,Spring,1994,Mean_Intensity,0
Northeastern New Zealand,Spring,1994,Maximum_Intensity,0
Northeastern New Zealand,Spring,1994,Cumulative_Intensity,0
Northeastern New Zealand,Spring,1995,Number_MHW_days,0
Northeastern New Zealand,Spring,1995,Nevents,0
Northeastern New Zealand,Spring,1995,Mean_Intensity,0
Northeastern New Zealand,Spring,1995,Maximum_Intensity,0
Northeastern New Zealand,Spring,1995,Cumulative_Intensity,0
Northeastern New Zealand,Spring,1996,Number_MHW_days,0
Northeastern New Zealand,Spring,1996,Nevents,0
Northeastern New Zealand,Spring,1996,Mean_Intensity,0
Northeastern New Zealand,Spring,1996,Maximum_Intensity,0
Northeastern New Zealand,Spring,1996,Cumulative_Intensity,0
Northeastern New Zealand,Spring,1997,Number_MHW_days,0
Northeastern New Zealand,Spring,1997,Nevents,0
Northeastern New Zealand,Spring,1997,Mean_Intensity,0
Northeastern New Zealand,Spring,1997,Maximum_Intensity,0
Northeastern New Zealand,Spring,1997,Cumulative_Intensity,0
Northeastern New Zealand,Spring,1998,Number_MHW_days,25.129032258064516
Northeastern New Zealand,Spring,1998,Nevents,2.8225806451612905
Northeastern New Zealand,Spring,1998,Mean_Intensity,1.2310603073445054
Northeastern New Zealand,Spring,1998,Maximum_Intensity,1.7250885195872825
Northeastern New Zealand,Spring,1998,Cumulative_Intensity,30.051058290936872
Northeastern New Zealand,Spring,1999,Number_MHW_days,46.935483870967744
Northeastern New Zealand,Spring,1999,Nevents,2.564516129032258
Northeastern New Zealand,Spring,1999,Mean_Intensity,1.1362308447845684
Northeastern New Zealand,Spring,1999,Maximum_Intensity,1.5981919760919387
Northeastern New Zealand,Spring,1999,Cumulative_Intensity,53.602899246018936
Northeastern New Zealand,Spring,2000,Number_MHW_days,0.16129032258064516
Northeastern New Zealand,Spring,2000,Nevents,0.03225806451612903
Northeastern New Zealand,Spring,2000,Mean_Intensity,1.0046098931884766
Northeastern New Zealand,Spring,2000,Maximum_Intensity,1.0671998474121098
Northeastern New Zealand,Spring,2000,Cumulative_Intensity,0.16203385374007687
Northeastern New Zealand,Spring,2001,Number_MHW_days,25.35483870967742
Northeastern New Zealand,Spring,2001,Nevents,1.5483870967741935
Northeastern New Zealand,Spring,2001,Mean_Intensity,1.1604821346059135
Northeastern New Zealand,Spring,2001,Maximum_Intensity,1.6280112644810831
Northeastern New Zealand,Spring,2001,Cumulative_Intensity,29.787291944097703
Northeastern New Zealand,Spring,2002,Number_MHW_days,0.25806451612903225
Northeastern New Zealand,Spring,2002,Nevents,0.1774193548387097
Northeastern New Zealand,Spring,2002,Mean_Intensity,1.1444895684906933
Northeastern New Zealand,Spring,2002,Maximum_Intensity,1.1623182858553802
Northeastern New Zealand,Spring,2002,Cumulative_Intensity,0.2764161671792308
Northeastern New Zealand,Spring,2003,Number_MHW_days,0.5
Northeastern New Zealand,Spring,2003,Nevents,0.06451612903225806
Northeastern New Zealand,Spring,2003,Mean_Intensity,1.054451329067775
Northeastern New Zealand,Spring,2003,Maximum_Intensity,1.4097996757507327
Northeastern New Zealand,Spring,2003,Cumulative_Intensity,0.5299725757229713
Northeastern New Zealand,Spring,2004,Number_MHW_days,0.41935483870967744
Northeastern New Zealand,Spring,2004,Nevents,0.06451612903225806
Northeastern New Zealand,Spring,2004,Mean_Intensity,1.4106209600357786
Northeastern New Zealand,Spring,2004,Maximum_Intensity,1.914575267028808
Northeastern New Zealand,Spring,2004,Cumulative_Intensity,0.5902371546099264
Northeastern New Zealand,Spring,2005,Number_MHW_days,36.58064516129032
Northeastern New Zealand,Spring,2005,Nevents,3.435483870967742
Northeastern New Zealand,Spring,2005,Mean_Intensity,1.2636813190111156
Northeastern New Zealand,Spring,2005,Maximum_Intensity,1.8816726421725367
Northeastern New Zealand,Spring,2005,Cumulative_Intensity,46.6952842702804
Northeastern New Zealand,Spring,2006,Number_MHW_days,4.580645161290323
Northeastern New Zealand,Spring,2006,Nevents,0.5
Northeastern New Zealand,Spring,2006,Mean_Intensity,1.261333899911859
Northeastern New Zealand,Spring,2006,Maximum_Intensity,1.6122290950159872
Northeastern New Zealand,Spring,2006,Cumulative_Intensity,5.7748195025044105
Northeastern New Zealand,Spring,2007,Number_MHW_days,1.2096774193548387
Northeastern New Zealand,Spring,2007,Nevents,0.1774193548387097
Northeastern New Zealand,Spring,2007,Mean_Intensity,0.9761359046271078
Northeastern New Zealand,Spring,2007,Maximum_Intensity,1.2028545731977982
Northeastern New Zealand,Spring,2007,Cumulative_Intensity,1.19817910855201
Northeastern New Zealand,Spring,2008,Number_MHW_days,0
Northeastern New Zealand,Spring,2008,Nevents,0
Northeastern New Zealand,Spring,2008,Mean_Intensity,0
Northeastern New Zealand,Spring,2008,Maximum_Intensity,0
Northeastern New Zealand,Spring,2008,Cumulative_Intensity,0
Northeastern New Zealand,Spring,2009,Number_MHW_days,0.5645161290322581
Northeastern New Zealand,Spring,2009,Nevents,0.06451612903225806
Northeastern New Zealand,Spring,2009,Mean_Intensity,1.0877915812445305
Northeastern New Zealand,Spring,2009,Maximum_Intensity,1.332000038146973
Northeastern New Zealand,Spring,2009,Cumulative_Intensity,0.6023532744130781
Northeastern New Zealand,Spring,2010,Number_MHW_days,0.9354838709677419
Northeastern New Zealand,Spring,2010,Nevents,0.1935483870967742
Northeastern New Zealand,Spring,2010,Mean_Intensity,1.5063088450495403
Northeastern New Zealand,Spring,2010,Maximum_Intensity,1.8868416793823242
Northeastern New Zealand,Spring,2010,Cumulative_Intensity,1.4037516965804562
Northeastern New Zealand,Spring,2011,Number_MHW_days,0
Northeastern New Zealand,Spring,2011,Nevents,0
Northeastern New Zealand,Spring,2011,Mean_Intensity,0
Northeastern New Zealand,Spring,2011,Maximum_Intensity,0
Northeastern New Zealand,Spring,2011,Cumulative_Intensity,0
Northeastern New Zealand,Spring,2012,Number_MHW_days,0.0967741935483871
Northeastern New Zealand,Spring,2012,Nevents,0.016129032258064516
Northeastern New Zealand,Spring,2012,Mean_Intensity,0.9101834032694501
Northeastern New Zealand,Spring,2012,Maximum_Intensity,1.0726002670288093
Northeastern New Zealand,Spring,2012,Cumulative_Intensity,0.08808226483252743
Northeastern New Zealand,Spring,2013,Number_MHW_days,15.725806451612904
Northeastern New Zealand,Spring,2013,Nevents,1.0806451612903225
Northeastern New Zealand,Spring,2013,Mean_Intensity,1.6380873582955298
Northeastern New Zealand,Spring,2013,Maximum_Intensity,2.067811262019988
Northeastern New Zealand,Spring,2013,Cumulative_Intensity,25.68130513219526
Northeastern New Zealand,Spring,2014,Number_MHW_days,0
Northeastern New Zealand,Spring,2014,Nevents,0
Northeastern New Zealand,Spring,2014,Mean_Intensity,0
Northeastern New Zealand,Spring,2014,Maximum_Intensity,0
Northeastern New Zealand,Spring,2014,Cumulative_Intensity,0
Northeastern New Zealand,Spring,2015,Number_MHW_days,0
Northeastern New Zealand,Spring,2015,Nevents,0
Northeastern New Zealand,Spring,2015,Mean_Intensity,0
Northeastern New Zealand,Spring,2015,Maximum_Intensity,0
Northeastern New Zealand,Spring,2015,Cumulative_Intensity,0
Northeastern New Zealand,Spring,2016,Number_MHW_days,8
Northeastern New Zealand,Spring,2016,Nevents,0.9032258064516129
Northeastern New Zealand,Spring,2016,Mean_Intensity,1.0340852212226999
Northeastern New Zealand,Spring,2016,Maximum_Intensity,1.2596342922537667
Northeastern New Zealand,Spring,2016,Cumulative_Intensity,8.590859511910715
Northeastern New Zealand,Spring,2017,Number_MHW_days,7.741935483870968
Northeastern New Zealand,Spring,2017,Nevents,1.1451612903225807
Northeastern New Zealand,Spring,2017,Mean_Intensity,1.608756552081751
Northeastern New Zealand,Spring,2017,Maximum_Intensity,2.223091933022776
Northeastern New Zealand,Spring,2017,Cumulative_Intensity,12.346249974773777
Northeastern New Zealand,Spring,2018,Number_MHW_days,15.419354838709678
Northeastern New Zealand,Spring,2018,Nevents,2.064516129032258
Northeastern New Zealand,Spring,2018,Mean_Intensity,1.230710992806748
Northeastern New Zealand,Spring,2018,Maximum_Intensity,1.5826468192545575
Northeastern New Zealand,Spring,2018,Cumulative_Intensity,18.902095494768695
Northeastern New Zealand,Spring,2019,Number_MHW_days,4.774193548387097
Northeastern New Zealand,Spring,2019,Nevents,0.9193548387096774
Northeastern New Zealand,Spring,2019,Mean_Intensity,1.428552529872543
Northeastern New Zealand,Spring,2019,Maximum_Intensity,1.6882898901367185
Northeastern New Zealand,Spring,2019,Cumulative_Intensity,6.8073163333031435
Northeastern New Zealand,Spring,2020,Number_MHW_days,33.596774193548384
Northeastern New Zealand,Spring,2020,Nevents,1.2741935483870968
Northeastern New Zealand,Spring,2020,Mean_Intensity,1.5297300950184467
Northeastern New Zealand,Spring,2020,Maximum_Intensity,2.1537482837307835
Northeastern New Zealand,Spring,2020,Cumulative_Intensity,52.1983326875256
Northeastern New Zealand,Spring,2021,Number_MHW_days,23.903225806451612
Northeastern New Zealand,Spring,2021,Nevents,1.564516129032258
Northeastern New Zealand,Spring,2021,Mean_Intensity,1.6928434912536683
Northeastern New Zealand,Spring,2021,Maximum_Intensity,2.73006121648973
Northeastern New Zealand,Spring,2021,Cumulative_Intensity,40.51564320075743
Central New Zealand,Summer,1982,Number_MHW_days,0
Central New Zealand,Summer,1982,Nevents,0
Central New Zealand,Summer,1982,Mean_Intensity,0
Central New Zealand,Summer,1982,Maximum_Intensity,0
Central New Zealand,Summer,1982,Cumulative_Intensity,0
Central New Zealand,Summer,1983,Number_MHW_days,0
Central New Zealand,Summer,1983,Nevents,0
Central New Zealand,Summer,1983,Mean_Intensity,0
Central New Zealand,Summer,1983,Maximum_Intensity,0
Central New Zealand,Summer,1983,Cumulative_Intensity,0
Central New Zealand,Summer,1984,Number_MHW_days,4.408333333333333
Central New Zealand,Summer,1984,Nevents,0.8333333333333334
Central New Zealand,Summer,1984,Mean_Intensity,1.688885298611078
Central New Zealand,Summer,1984,Maximum_Intensity,1.9591181228637697
Central New Zealand,Summer,1984,Cumulative_Intensity,7.131253204905192
Central New Zealand,Summer,1985,Number_MHW_days,14.391666666666667
Central New Zealand,Summer,1985,Nevents,1.6333333333333333
Central New Zealand,Summer,1985,Mean_Intensity,1.7883003299281492
Central New Zealand,Summer,1985,Maximum_Intensity,2.249046159714919
Central New Zealand,Summer,1985,Cumulative_Intensity,26.05117107079824
Central New Zealand,Summer,1986,Number_MHW_days,15.15
Central New Zealand,Summer,1986,Nevents,1.1166666666666667
Central New Zealand,Summer,1986,Mean_Intensity,2.0485482382392917
Central New Zealand,Summer,1986,Maximum_Intensity,2.852164733567011
Central New Zealand,Summer,1986,Cumulative_Intensity,31.452401697184246
Central New Zealand,Summer,1987,Number_MHW_days,7.783333333333333
Central New Zealand,Summer,1987,Nevents,0.7916666666666666
Central New Zealand,Summer,1987,Mean_Intensity,1.9136030787842835
Central New Zealand,Summer,1987,Maximum_Intensity,2.361094099389939
Central New Zealand,Summer,1987,Cumulative_Intensity,15.286633271026611
Central New Zealand,Summer,1988,Number_MHW_days,7.358333333333333
Central New Zealand,Summer,1988,Nevents,0.9583333333333334
Central New Zealand,Summer,1988,Mean_Intensity,1.65290434260644
Central New Zealand,Summer,1988,Maximum_Intensity,1.9788956211635047
Central New Zealand,Summer,1988,Cumulative_Intensity,11.718632479972841
Central New Zealand,Summer,1989,Number_MHW_days,14.3
Central New Zealand,Summer,1989,Nevents,1.2666666666666666
Central New Zealand,Summer,1989,Mean_Intensity,1.8697321231029254
Central New Zealand,Summer,1989,Maximum_Intensity,2.489372367919119
Central New Zealand,Summer,1989,Cumulative_Intensity,28.804696092096965
Central New Zealand,Summer,1990,Number_MHW_days,15.116666666666667
Central New Zealand,Summer,1990,Nevents,1.3666666666666667
Central New Zealand,Summer,1990,Mean_Intensity,1.6135749437873081
Central New Zealand,Summer,1990,Maximum_Intensity,2.162973427348234
Central New Zealand,Summer,1990,Cumulative_Intensity,24.662402743504842
Central New Zealand,Summer,1991,Number_MHW_days,0.325
Central New Zealand,Summer,1991,Nevents,0.05
Central New Zealand,Summer,1991,Mean_Intensity,1.1164605912356904
Central New Zealand,Summer,1991,Maximum_Intensity,1.2457996439615886
Central New Zealand,Summer,1991,Cumulative_Intensity,0.3636666367848714
Central New Zealand,Summer,1992,Number_MHW_days,2.841666666666667
Central New Zealand,Summer,1992,Nevents,0.35833333333333334
Central New Zealand,Summer,1992,Mean_Intensity,1.715707581659793
Central New Zealand,Summer,1992,Maximum_Intensity,2.0653371025303433
Central New Zealand,Summer,1992,Cumulative_Intensity,5.013416655222575
Central New Zealand,Summer,1993,Number_MHW_days,0.03333333333333333
Central New Zealand,Summer,1993,Nevents,0.008333333333333333
Central New Zealand,Summer,1993,Mean_Intensity,1.5646498664855955
Central New Zealand,Summer,1993,Maximum_Intensity,1.6756993896484378
Central New Zealand,Summer,1993,Cumulative_Intensity,0.05215499554951985
Central New Zealand,Summer,1994,Number_MHW_days,4.458333333333333
Central New Zealand,Summer,1994,Nevents,0.49166666666666664
Central New Zealand,Summer,1994,Mean_Intensity,1.6894389801195948
Central New Zealand,Summer,1994,Maximum_Intensity,2.0837696087973456
Central New Zealand,Summer,1994,Cumulative_Intensity,7.849776693369548
Central New Zealand,Summer,1995,Number_MHW_days,3.3666666666666667
Central New Zealand,Summer,1995,Nevents,0.475
Central New Zealand,Summer,1995,Mean_Intensity,1.5101658135865472
Central New Zealand,Summer,1995,Maximum_Intensity,1.717429122161865
Central New Zealand,Summer,1995,Cumulative_Intensity,5.072875924886067
Central New Zealand,Summer,1996,Number_MHW_days,3.7666666666666666
Central New Zealand,Summer,1996,Nevents,0.5333333333333333
Central New Zealand,Summer,1996,Mean_Intensity,1.6485516302475336
Central New Zealand,Summer,1996,Maximum_Intensity,1.9764346969915896
Central New Zealand,Summer,1996,Cumulative_Intensity,6.326786725158692
Central New Zealand,Summer,1997,Number_MHW_days,0.85
Central New Zealand,Summer,1997,Nevents,0.15833333333333333
Central New Zealand,Summer,1997,Mean_Intensity,1.3798993528070664
Central New Zealand,Summer,1997,Maximum_Intensity,1.6012315588700146
Central New Zealand,Summer,1997,Cumulative_Intensity,1.2081725006357829
Central New Zealand,Summer,1998,Number_MHW_days,15.65
Central New Zealand,Summer,1998,Nevents,1
Central New Zealand,Summer,1998,Mean_Intensity,1.8375526769411061
Central New Zealand,Summer,1998,Maximum_Intensity,2.4698461179926157
Central New Zealand,Summer,1998,Cumulative_Intensity,29.591147587738035
Central New Zealand,Summer,1999,Number_MHW_days,18.941666666666666
Central New Zealand,Summer,1999,Nevents,1.5166666666666666
Central New Zealand,Summer,1999,Mean_Intensity,1.7684103479093092
Central New Zealand,Summer,1999,Maximum_Intensity,2.3294730018409524
Central New Zealand,Summer,1999,Cumulative_Intensity,33.5477567397817
Central New Zealand,Summer,2000,Number_MHW_days,1.8833333333333333
Central New Zealand,Summer,2000,Nevents,0.3
Central New Zealand,Summer,2000,Mean_Intensity,1.8067985636654367
Central New Zealand,Summer,2000,Maximum_Intensity,2.1031227470615934
Central New Zealand,Summer,2000,Cumulative_Intensity,3.472810827929179
Central New Zealand,Summer,2001,Number_MHW_days,10.3
Central New Zealand,Summer,2001,Nevents,1
Central New Zealand,Summer,2001,Mean_Intensity,1.6592011421526018
Central New Zealand,Summer,2001,Maximum_Intensity,2.109594659751974
